protraits_taxID;protraits_genus;protraits_species;protraits_strain;protraits_speciesStrain;protraits_misclassified;protraits_gram;protraits_substrate;protraits_source
106590;Cupriavidus;Cupriavidus necator;;Cupriavidus necator;no;negative;d-malicAcid|glutamate|α-ketoglutaricAcid|alanine|propionate|aspartate|l-pyroglutamicAcid|mucicAcid;freeLiving
82633;Cupriavidus;Cupriavidus pauculus;;Cupriavidus pauculus;no;;;
248026;Cupriavidus;Cupriavidus pinatubonensis;;Cupriavidus pinatubonensis;no;negative;d-arabinose|glutamate|lactate|α-ketoglutaricAcid|alanine|propionate|aspartate|l-pyroglutamicAcid|mucicAcid;
1217718;Cupriavidus;Cupriavidus sp. ;BIS7;Cupriavidus sp. BIS7;no;negative;glutamate|α-ketoglutaricAcid|alanine|mucicAcid;
164546;Cupriavidus;Cupriavidus taiwanensis;;Cupriavidus taiwanensis;no;negative;glutamate|mannitol|β-glucosidase|α-ketoglutaricAcid|alanine|propionate|aspartate|l-pyroglutamicAcid|mucicAcid;rhizoplane
379064;Cyanobacterium;Cyanobacterium aponinum;;Cyanobacterium aponinum;no;negative;;freeLiving
102235;Cyanobacterium;Cyanobacterium stanieri;;Cyanobacterium stanieri;no;negative;;freeLiving
59930;Cyanobium;Cyanobium gracile;;Cyanobium gracile;no;negative;;freeLiving
180281;Cyanobium;Cyanobium sp. ;PCC 7001;Cyanobium sp. PCC 7001;no;negative;;freeLiving
43989;Cyanothece;Cyanothece sp. ;ATCC 51142;Cyanothece sp. ATCC 51142;no;negative;;freeLiving
860575;Cyanothece;Cyanothece sp. ;ATCC 51472;Cyanothece sp. ATCC 51472;no;negative;;aquatic|freeLiving
391612;Cyanothece;Cyanothece sp. ;CCY0110;Cyanothece sp. CCY0110;no;negative;;aquatic
65393;Cyanothece;Cyanothece sp. ;PCC 7424;Cyanothece sp. PCC 7424;no;negative;;aquatic|freeLiving
395961;Cyanothece;Cyanothece sp. ;PCC 7425;Cyanothece sp. PCC 7425;no;negative;;aquatic|freeLiving
497965;Cyanothece;Cyanothece sp. ;PCC 7822;Cyanothece sp. PCC 7822;no;negative;β-glucosidase;aquatic|freeLiving
41431;Cyanothece;Cyanothece sp. ;PCC 8801;Cyanothece sp. PCC 8801;no;negative;;aquatic|freeLiving
395962;Cyanothece;Cyanothece sp. ;PCC 8802;Cyanothece sp. PCC 8802;no;negative;;aquatic|freeLiving
104;Cyclobacterium;Cyclobacterium marinum;;Cyclobacterium marinum;no;negative;;
34068;Cycloclasticus;Cycloclasticus pugetii;;Cycloclasticus pugetii;no;negative;esteraseLipaseC8;
385025;Cycloclasticus;Cycloclasticus sp. ;P1;Cycloclasticus sp. P1;no;negative;esteraseLipaseC8;freeLiving|sediment
1329899;Cycloclasticus;Cycloclasticus zancles;;Cycloclasticus zancles;no;negative;esteraseLipaseC8;sediment
77022;Cylindrospermopsis;Cylindrospermopsis raciborskii;;Cylindrospermopsis raciborskii;no;negative;;
142864;Cylindrospermum;Cylindrospermum stagnale;;Cylindrospermum stagnale;no;negative;;freeLiving
43;Cystobacter;Cystobacter fuscus;;Cystobacter fuscus;no;negative;;freeLiving
985;Cytophaga;Cytophaga hutchinsonii;;Cytophaga hutchinsonii;no;negative;;freeLiving
292566;Dactylococcopsis;Dactylococcopsis salina;;Dactylococcopsis salina;no;negative;;freeLiving
471499;Dasania;Dasania marina;;Dasania marina;no;negative;esteraseLipaseC8;
259537;Dechloromonas;Dechloromonas aromatica;;Dechloromonas aromatica;no;negative;esteraseLipaseC8|α-ketoglutaricAcid;freeLiving
197162;Deferribacter;Deferribacter desulfuricans;;Deferribacter desulfuricans;no;negative;;freeLiving
55583;Dehalobacter;Dehalobacter restrictus;;Dehalobacter restrictus;no;;;freeLiving
1131462;Dehalobacter;Dehalobacter sp. ;CF;Dehalobacter sp. CF;no;;;
1147129;Dehalobacter;Dehalobacter sp. ;DCA;Dehalobacter sp. DCA;no;;;
1339256;Dehalobacter;Dehalobacter sp. ;UNSWDHB;Dehalobacter sp. UNSWDHB;no;;;
61435;Dehalococcoides;Dehalococcoides mccartyi;;Dehalococcoides mccartyi;no;negative;;freeLiving
552810;Dehalogenimonas;Dehalogenimonas lykanthroporepellens;;Dehalogenimonas lykanthroporepellens;no;negative;;freeLiving
309886;Deinococcus;Deinococcus apachensis;;Deinococcus apachensis;no;;;freeLiving
310783;Deinococcus;Deinococcus deserti;;Deinococcus deserti;no;;;freeLiving
68909;Deinococcus;Deinococcus geothermalis;;Deinococcus geothermalis;no;;;freeLiving
502394;Deinococcus;Deinococcus gobiensis;;Deinococcus gobiensis;no;;;freeLiving
309887;Deinococcus;Deinococcus maricopensis;;Deinococcus maricopensis;no;;;freeLiving|single
432329;Deinococcus;Deinococcus peraridilitoris;;Deinococcus peraridilitoris;no;;;freeLiving
55148;Deinococcus;Deinococcus proteolyticus;;Deinococcus proteolyticus;no;;;freeLiving|single
1299;Deinococcus;Deinococcus radiodurans;;Deinococcus radiodurans;no;;;freeLiving
684949;Deinococcus;Deinococcus sp. ;2009;Deinococcus sp. 2009;no;;;freeLiving
80866;Delftia;Delftia acidovorans;;Delftia acidovorans;no;negative;α-ketoglutaricAcid|alanine|aspartate;sludge|freeLiving
742013;Delftia;Delftia sp. ;Cs1-4;Delftia sp. Cs1-4;no;negative;α-ketoglutaricAcid|alanine|aspartate;sludge|freeLiving
118000;Denitrovibrio;Denitrovibrio acetiphilus;;Denitrovibrio acetiphilus;no;negative;alkalinePhosphatase;freeLiving
1203568;Dermabacter;Dermabacter sp. ;HFH0086;Dermabacter sp. HFH0086;no;;;
188626;Dermacoccus;Dermacoccus sp. ;Ellin185;Dermacoccus sp. Ellin185;no;positive;;
1863;Dermatophilus;Dermatophilus congolensis;;Dermatophilus congolensis;no;;;
1179;Desmonostoc;Desmonostoc muscorum;;Desmonostoc muscorum;no;;;
453230;Desulfarculus;Desulfarculus baarsii;;Desulfarculus baarsii;no;negative;;freeLiving
218208;Desulfatibacillum;Desulfatibacillum aliphaticivorans;;Desulfatibacillum aliphaticivorans;no;negative;;freeLiving|sediment
259354;Desulfatibacillum;Desulfatibacillum alkenivorans;;Desulfatibacillum alkenivorans;no;negative;;freeLiving|sediment
90728;Desulfatiglans;Desulfatiglans anilini;;Desulfatiglans anilini;no;negative;;
340467;Desulfatirhabdium;Desulfatirhabdium butyrativorans;;Desulfatirhabdium butyrativorans;no;negative;;
36854;Desulfitobacterium;Desulfitobacterium dehalogenans;;Desulfitobacterium dehalogenans;no;;;freeLiving|sediment
233055;Desulfitobacterium;Desulfitobacterium dichloroeliminans;;Desulfitobacterium dichloroeliminans;no;;;freeLiving
49338;Desulfitobacterium;Desulfitobacterium hafniense;;Desulfitobacterium hafniense;no;negative;;freeLiving
142877;Desulfitobacterium;Desulfitobacterium metallireducens;;Desulfitobacterium metallireducens;no;;;
146907;Desulfitobacterium;Desulfitobacterium sp. ;PCE1;Desulfitobacterium sp. PCE1;no;;;
60893;Desulfobacca;Desulfobacca acetoxidans;;Desulfobacca acetoxidans;no;negative;;freeLiving
2293;Desulfobacter;Desulfobacter postgatei;;Desulfobacter postgatei;no;negative;;
2296;Desulfobacterium;Desulfobacterium autotrophicum;;Desulfobacterium autotrophicum;no;negative;;freeLiving
28223;Desulfobacula;Desulfobacula toluolica;;Desulfobacula toluolica;no;negative;;freeLiving
894;Desulfobulbus;Desulfobulbus propionicus;;Desulfobulbus propionicus;no;negative;;freeLiving
65555;Desulfocapsa;Desulfocapsa sulfexigens;;Desulfocapsa sulfexigens;no;negative;;freeLiving
897;Desulfococcus;Desulfococcus multivorans;;Desulfococcus multivorans;no;negative;;
181663;Desulfococcus;Desulfococcus oleovorans;;Desulfococcus oleovorans;no;negative;;
45663;Desulfohalobium;Desulfohalobium retbaense;;Desulfohalobium retbaense;no;negative;esteraseLipaseC8;freeLiving
1206751;Desulfohalophilus;Desulfohalophilus alkaliarsenatis;;Desulfohalophilus alkaliarsenatis;no;;;freeLiving
899;Desulfomicrobium;Desulfomicrobium baculatum;;Desulfomicrobium baculatum;no;negative;;freeLiving
2358;Desulfomonile;Desulfomonile tiedjei;;Desulfomonile tiedjei;no;negative;β-glucosidase;freeLiving
488939;Desulfonatronospira;Desulfonatronospira thiodismutans;;Desulfonatronospira thiodismutans;no;negative;;freeLiving
53245;Desulfonatronovibrio;Desulfonatronovibrio hydrogenovorans;;Desulfonatronovibrio hydrogenovorans;no;;;freeLiving
153026;Desulforegula;Desulforegula conservatrix;;Desulforegula conservatrix;no;negative;;
933262;Desulfosarcina;Desulfosarcina sp. ;BuS5;Desulfosarcina sp. BuS5;no;negative;;
885581;Desulfosporosinus;Desulfosporosinus acidiphilus;;Desulfosporosinus acidiphilus;no;;;freeLiving
79209;Desulfosporosinus;Desulfosporosinus meridiei;;Desulfosporosinus meridiei;no;;;freeLiving
1563;Desulfosporosinus;Desulfosporosinus orientis;;Desulfosporosinus orientis;no;;;freeLiving
339862;Desulfosporosinus;Desulfosporosinus youngiae;;Desulfosporosinus youngiae;no;;;
84980;Desulfotalea;Desulfotalea psychrophila;;Desulfotalea psychrophila;no;negative;;freeLiving
115781;Desulfotignum;Desulfotignum balticum;;Desulfotignum balticum;no;negative;;sediment
190898;Desulfotignum;Desulfotignum phosphitoxidans;;Desulfotignum phosphitoxidans;no;negative;;
58138;Desulfotomaculum;Desulfotomaculum acetoxidans;;Desulfotomaculum acetoxidans;no;;;freeLiving
327817;Desulfotomaculum;Desulfotomaculum carboxydivorans;;Desulfotomaculum carboxydivorans;no;;;freeLiving
102134;Desulfotomaculum;Desulfotomaculum gibsoniae;;Desulfotomaculum gibsoniae;no;;;freeLiving
412895;Desulfotomaculum;Desulfotomaculum hydrothermale;;Desulfotomaculum hydrothermale;no;;;freeLiving
58135;Desulfotomaculum;Desulfotomaculum kuznetsovii;;Desulfotomaculum kuznetsovii;no;;;freeLiving
59610;Desulfotomaculum;Desulfotomaculum reducens;;Desulfotomaculum reducens;no;;esteraseLipaseC8;freeLiving
1564;Desulfotomaculum;Desulfotomaculum ruminis;;Desulfotomaculum ruminis;no;;;freeLiving
182210;Desulfovibrio;Desulfovibrio aespoeensis;;Desulfovibrio aespoeensis;no;negative;;freeLiving|sediment
873;Desulfovibrio;Desulfovibrio africanus;;Desulfovibrio africanus;no;negative;;
58180;Desulfovibrio;Desulfovibrio alaskensis;;Desulfovibrio alaskensis;no;negative;;freeLiving
293256;Desulfovibrio;Desulfovibrio alkalitolerans;;Desulfovibrio alkalitolerans;no;negative;;
81425;Desulfovibrio;Desulfovibrio aminophilus;;Desulfovibrio aminophilus;no;negative;;
876;Desulfovibrio;Desulfovibrio desulfuricans;;Desulfovibrio desulfuricans;no;negative;;freeLiving
878;Desulfovibrio;Desulfovibrio fructosivorans;;Desulfovibrio fructosivorans;no;negative;;
879;Desulfovibrio;Desulfovibrio gigas;;Desulfovibrio gigas;no;negative;;
191026;Desulfovibrio;Desulfovibrio hydrothermalis;;Desulfovibrio hydrothermalis;no;negative;;
889;Desulfovibrio;Desulfovibrio longus;;Desulfovibrio longus;no;negative;;
184917;Desulfovibrio;Desulfovibrio magneticus;;Desulfovibrio magneticus;no;negative;β-glucosidase;mud|freeLiving
879567;Desulfovibrio;Desulfovibrio piezophilus;;Desulfovibrio piezophilus;no;negative;;freeLiving
270496;Desulfovibrio;Desulfovibrio putealis;;Desulfovibrio putealis;no;negative;;
880;Desulfovibrio;Desulfovibrio salexigens;;Desulfovibrio salexigens;no;negative;;freeLiving
457398;Desulfovibrio;Desulfovibrio sp. ;3_1_syn3;Desulfovibrio sp. 3_1_syn3;no;negative;;
665942;Desulfovibrio;Desulfovibrio sp. ;6_1_46AFAA;Desulfovibrio sp. 6_1_46AFAA;no;negative;;
298701;Desulfovibrio;Desulfovibrio sp. ;A2;Desulfovibrio sp. A2;no;negative;;
644968;Desulfovibrio;Desulfovibrio sp. ;FW1012B;Desulfovibrio sp. FW1012B;no;negative;;sediment
596152;Desulfovibrio;Desulfovibrio sp. ;U5L;Desulfovibrio sp. U5L;no;negative;;sediment
941449;Desulfovibrio;Desulfovibrio sp. ;X2;Desulfovibrio sp. X2;no;negative;;
881;Desulfovibrio;Desulfovibrio vulgaris;;Desulfovibrio vulgaris;no;negative;;mud|freeLiving
936456;Desulfurispirillum;Desulfurispirillum indicum;;Desulfurispirillum indicum;no;negative;;freeLiving
427923;Desulfurivibrio;Desulfurivibrio alkaliphilus;;Desulfurivibrio alkaliphilus;no;negative;;freeLiving
64160;Desulfurobacterium;Desulfurobacterium thermolithotrophum;;Desulfurobacterium thermolithotrophum;no;negative;esteraseLipaseC8;freeLiving
228748;Desulfurococcus;Desulfurococcus fermentans;;Desulfurococcus fermentans;no;;;freeLiving
477693;Desulfurococcus;Desulfurococcus kamchatkensis;;Desulfurococcus kamchatkensis;no;;;freeLiving
2274;Desulfurococcus;Desulfurococcus mobilis;;Desulfurococcus mobilis;no;;;
2275;Desulfurococcus;Desulfurococcus mucosus;;Desulfurococcus mucosus;no;;;freeLiving
891;Desulfuromonas;Desulfuromonas acetoxidans;;Desulfuromonas acetoxidans;no;negative;;freeLiving
427926;Dethiobacter;Dethiobacter alkaliphilus;;Dethiobacter alkaliphilus;no;;;freeLiving
47055;Dethiosulfovibrio;Dethiosulfovibrio peptidovorans;;Dethiosulfovibrio peptidovorans;no;negative;;
218538;Dialister;Dialister invisus;;Dialister invisus;no;;;
309120;Dialister;Dialister micraerophilus;;Dialister micraerophilus;no;;;
487173;Dialister;Dialister succinatiphilus;;Dialister succinatiphilus;no;;;
870;Dichelobacter;Dichelobacter nodosus;;Dichelobacter nodosus;no;negative;;
556;Dickeya;Dickeya chrysanthemi;;Dickeya chrysanthemi;no;negative;esteraseLipaseC8|glycerol|mannitol|trehalose|l-arabinose|aspartate|glucose;host|plants
204038;Dickeya;Dickeya dadantii;;Dickeya dadantii;no;negative;d-galacturonate|esteraseLipaseC8|glycerol|mannitol|trehalose|d-saccharate|l-arabinose|aspartate|glucose;host|plants
204039;Dickeya;Dickeya dianthicola;;Dickeya dianthicola;no;negative;esteraseLipaseC8|glycerol|mannitol|aspartate|glucose;
204042;Dickeya;Dickeya zeae;;Dickeya zeae;no;negative;esteraseLipaseC8|glycerol|mannitol|trehalose|d-saccharate|l-arabinose|aspartate|glucose;host|plants
14;Dictyoglomus;Dictyoglomus thermophilum;;Dictyoglomus thermophilum;no;;alkalinePhosphatase;freeLiving|single
513050;Dictyoglomus;Dictyoglomus turgidum;;Dictyoglomus turgidum;no;negative;;freeLiving|single
665550;Dietzia;Dietzia alimentaria;;Dietzia alimentaria;no;positive;;
321318;Dietzia;Dietzia cinnamea;;Dietzia cinnamea;no;;;
215813;Dinoroseobacter;Dinoroseobacter shibae;;Dinoroseobacter shibae;no;negative;alkalinePhosphatase;freeLiving
676517;Diplorickettsia;Diplorickettsia massiliensis;;Diplorickettsia massiliensis;no;negative;;
983548;Dokdonia;Dokdonia sp. ;4H-3-7-5;Dokdonia sp. 4H-3-7-5;no;negative;alkalinePhosphatase|esteraseLipaseC8|dextrin;freeLiving
39486;Dorea;Dorea formicigenerans;;Dorea formicigenerans;no;;;host|fecal
88431;Dorea;Dorea longicatena;;Dorea longicatena;no;;;host|digestiveSystem|fecal
1235798;Dorea;Dorea sp. ;05.feb;Dorea sp. 5-2;no;;;fecal
365489;Dyadobacter;Dyadobacter beijingensis;;Dyadobacter beijingensis;no;negative;alkalinePhosphatase|catalase|valineArylamidase|oxidase;
94254;Dyadobacter;Dyadobacter fermentans;;Dyadobacter fermentans;no;negative;alkalinePhosphatase|d-xylose|β-glucosidase|valineArylamidase;
231455;Dyella;Dyella japonica;;Dyella japonica;no;negative;;
156974;Dysgonomonas;Dysgonomonas gadei;;Dysgonomonas gadei;no;negative;;
163665;Dysgonomonas;Dysgonomonas mossii;;Dysgonomonas mossii;no;negative;;
390884;Echinicola;Echinicola vietnamensis;;Echinicola vietnamensis;no;negative;alkalinePhosphatase|valineArylamidase;freeLiving
519989;Ectothiorhodospira;Ectothiorhodospira sp. ;PHS-1;Ectothiorhodospira sp. PHS-1;no;negative;;
67780;Edwardsiella;Edwardsiella ictaluri;;Edwardsiella ictaluri;no;negative;esteraseLipaseC8|aspartate;host|fecal
1263550;Edwardsiella;Edwardsiella piscicida;;Edwardsiella piscicida;no;negative;esteraseLipaseC8|aspartate;host|fecal
636;Edwardsiella;Edwardsiella tarda;;Edwardsiella tarda;no;negative;esteraseLipaseC8|aspartate;host
84112;Eggerthella;Eggerthella lenta;;Eggerthella lenta;no;;;host|digestiveSystem
665943;Eggerthella;Eggerthella sp. ;1_3_56FAA;Eggerthella sp. 1_3_56FAA;no;;;host|digestiveSystem
910311;Eggerthella;Eggerthella sp. ;HGA1;Eggerthella sp. HGA1;no;;;host|digestiveSystem
502558;Eggerthella;Eggerthella sp. ;YY7918;Eggerthella sp. YY7918;no;;;host
31973;Eggerthia;Eggerthia catenaformis;;Eggerthia catenaformis;no;;;host
944;Ehrlichia;Ehrlichia canis;;Ehrlichia canis;no;negative;;host
945;Ehrlichia;Ehrlichia chaffeensis;;Ehrlichia chaffeensis;no;negative;;host
35795;Ehrlichia;Ehrlichia muris;;Ehrlichia muris;no;;;
779;Ehrlichia;Ehrlichia ruminantium;;Ehrlichia ruminantium;no;negative;;host
539;Eikenella;Eikenella corrodens;;Eikenella corrodens;no;;;host
1117645;Elizabethkingia;Elizabethkingia anophelis;;Elizabethkingia anophelis;no;negative;dextrin;
238;Elizabethkingia;Elizabethkingia meningoseptica;;Elizabethkingia meningoseptica;no;negative;dextrin;
423605;Elusimicrobium;Elusimicrobium minutum;;Elusimicrobium minutum;no;negative;;
312279;Emticicia;Emticicia oligotrophica;;Emticicia oligotrophica;no;negative;valineArylamidase;freeLiving
1057002;Ensifer;Ensifer sp. ;BR816;Ensifer sp. BR816;no;negative;d-arabinose|leucine|methylΒ-d-xylopyranoside;rootNodule
548;Enterobacter;Enterobacter aerogenes;;Enterobacter aerogenes;no;negative;esteraseLipaseC8|fructose|glutamate|glycerol|mannitol|sorbitol|trehalose|gluconate|β-galactosidase|aspartate|glucose;host|fecal
61645;Enterobacter;Enterobacter asburiae;;Enterobacter asburiae;no;negative;esteraseLipaseC8|glutamate|mannitol|sorbitol|trehalose|gluconate|β-galactosidase|aspartate|glucose;host|fecal
69218;Enterobacter;Enterobacter cancerogenus;;Enterobacter cancerogenus;no;negative;esteraseLipaseC8|mannitol|trehalose|aspartate;host
550;Enterobacter;Enterobacter cloacae;;Enterobacter cloacae;no;negative;esteraseLipaseC8|fructose|glutamate|mannitol|sorbitol|trehalose|gluconate|aspartate|glucose;host
158836;Enterobacter;Enterobacter hormaechei;;Enterobacter hormaechei;no;negative;d-arabinose|esteraseLipaseC8|mannitol|trehalose|aspartate;fecal
1334193;Enterobacter;Enterobacter lignolyticus;;Enterobacter lignolyticus;no;negative;esteraseLipaseC8|glutamate|mannitol|sorbitol|trehalose|gluconate|β-galactosidase|aspartate|glucose|mucicAcid;host|fecal
399742;Enterobacter;Enterobacter sp. ;638;Enterobacter sp. 638;no;negative;esteraseLipaseC8|mannitol|sorbitol|trehalose|gluconate|aspartate|glucose;host|plants|rhizoplane|fecal
1166130;Enterobacter;Enterobacter sp. ;R4-368;Enterobacter sp. R4-368;no;negative;esteraseLipaseC8|glutamate|glycerol|mannitol|sorbitol|trehalose|gluconate|β-galactosidase|aspartate|glucose;host|fecal
693444;Enterobacteriaceae;Enterobacteriaceae bacterium ;strain FGI 57;Enterobacteriaceae bacterium strain FGI 57;no;negative;esteraseLipaseC8|glutamate|glycerol|mannitol|sorbitol|trehalose|gluconate|acetate|β-galactosidase|aspartate|glucose;host|fecal
57732;Enterococcus;Enterococcus asini;;Enterococcus asini;no;positive;esteraseLipaseC8|dextrin;
33945;Enterococcus;Enterococcus avium;;Enterococcus avium;no;;esteraseC4|l-arabitol|l-sorbose|tagatose;host|fecal
317735;Enterococcus;Enterococcus caccae;;Enterococcus caccae;no;positive;arbutin|esteraseLipaseC8|fructose|dextrin|gentiobiose|salicin|mannose;
37734;Enterococcus;Enterococcus casseliflavus;;Enterococcus casseliflavus;no;positive;arbutin|esteraseLipaseC8|esteraseC4|n-acetylglucosamine|dextrin|salicin|glucose|mannose;
44009;Enterococcus;Enterococcus dispar;;Enterococcus dispar;no;positive;arbutin|esteraseLipaseC8|fructose|dextrin|glucose;
53345;Enterococcus;Enterococcus durans;;Enterococcus durans;no;positive;arbutin|fructose|dextrin|salicin|glucose;
1351;Enterococcus;Enterococcus faecalis;;Enterococcus faecalis;no;positive;arbutin|esteraseC4|n-acetylglucosamine|dextrin|salicin|glucose;host|fecal
1352;Enterococcus;Enterococcus faecium;;Enterococcus faecium;no;positive;arbutin|esteraseC4|fructose|glycerol|lactose|n-acetylglucosamine|dextrin|gentiobiose|salicin|glucose;host
1353;Enterococcus;Enterococcus gallinarum;;Enterococcus gallinarum;no;positive;esteraseLipaseC8|dextrin|salicin|glucose;
