patric_taxID;patric_genus;patric_species;patric_strain;patric_speciesStrain;patric_gram;patric_oxygen
1281108;Escherichia;Escherichia coli;HVH 180 (4-3051617);Escherichia coli HVH 180 (4-3051617);negative;
1281109;Escherichia;Escherichia coli;HVH 182 (4-0985554);Escherichia coli HVH 182 (4-0985554);negative;
1281110;Escherichia;Escherichia coli;HVH 183 (4-3205932);Escherichia coli HVH 183 (4-3205932);negative;
1281111;Escherichia;Escherichia coli;HVH 184 (4-3343286);Escherichia coli HVH 184 (4-3343286);negative;
1281112;Escherichia;Escherichia coli;HVH 185 (4-2876639);Escherichia coli HVH 185 (4-2876639);negative;
1281113;Escherichia;Escherichia coli;HVH 186 (4-3405044);Escherichia coli HVH 186 (4-3405044);negative;
1281114;Escherichia;Escherichia coli;HVH 187 (4-4471660);Escherichia coli HVH 187 (4-4471660);negative;
1281115;Escherichia;Escherichia coli;HVH 188 (4-2356988);Escherichia coli HVH 188 (4-2356988);negative;
1281116;Escherichia;Escherichia coli;HVH 189 (4-3220125);Escherichia coli HVH 189 (4-3220125);negative;
1280970;Escherichia;Escherichia coli;HVH 19 (4-7154984);Escherichia coli HVH 19 (4-7154984);negative;
1281117;Escherichia;Escherichia coli;HVH 190 (4-3255514);Escherichia coli HVH 190 (4-3255514);negative;
1281118;Escherichia;Escherichia coli;HVH 191 (3-9341900);Escherichia coli HVH 191 (3-9341900);negative;
1281119;Escherichia;Escherichia coli;HVH 192 (4-3054470);Escherichia coli HVH 192 (4-3054470);negative;
1281120;Escherichia;Escherichia coli;HVH 193 (4-3331423);Escherichia coli HVH 193 (4-3331423);negative;
1281121;Escherichia;Escherichia coli;HVH 194 (4-2356805);Escherichia coli HVH 194 (4-2356805);negative;
1281122;Escherichia;Escherichia coli;HVH 195 (3-7155360);Escherichia coli HVH 195 (3-7155360);negative;
1281123;Escherichia;Escherichia coli;HVH 196 (4-4530470);Escherichia coli HVH 196 (4-4530470);negative;
1281124;Escherichia;Escherichia coli;HVH 197 (4-4466217);Escherichia coli HVH 197 (4-4466217);negative;
1281125;Escherichia;Escherichia coli;HVH 198 (4-3206106);Escherichia coli HVH 198 (4-3206106);negative;
1281126;Escherichia;Escherichia coli;HVH 199 (4-5670322);Escherichia coli HVH 199 (4-5670322);negative;
1280957;Escherichia;Escherichia coli;HVH 2 (4-6943160);Escherichia coli HVH 2 (4-6943160);negative;
1280971;Escherichia;Escherichia coli;HVH 20 (4-5865042);Escherichia coli HVH 20 (4-5865042);negative;
1281127;Escherichia;Escherichia coli;HVH 200 (4-4449924);Escherichia coli HVH 200 (4-4449924);negative;
1281128;Escherichia;Escherichia coli;HVH 201 (4-4459431);Escherichia coli HVH 201 (4-4459431);negative;
1281129;Escherichia;Escherichia coli;HVH 202 (4-3163997);Escherichia coli HVH 202 (4-3163997);negative;
1281130;Escherichia;Escherichia coli;HVH 203 (4-3126218);Escherichia coli HVH 203 (4-3126218);negative;
1281131;Escherichia;Escherichia coli;HVH 204 (4-3112802);Escherichia coli HVH 204 (4-3112802);negative;
1281132;Escherichia;Escherichia coli;HVH 205 (4-3094677);Escherichia coli HVH 205 (4-3094677);negative;
1281133;Escherichia;Escherichia coli;HVH 206 (4-3128229);Escherichia coli HVH 206 (4-3128229);negative;
1281134;Escherichia;Escherichia coli;HVH 207 (4-3113221);Escherichia coli HVH 207 (4-3113221);negative;
1281135;Escherichia;Escherichia coli;HVH 208 (4-3112292);Escherichia coli HVH 208 (4-3112292);negative;
1281136;Escherichia;Escherichia coli;HVH 209 (4-3062651);Escherichia coli HVH 209 (4-3062651);negative;
1280972;Escherichia;Escherichia coli;HVH 21 (4-4517873);Escherichia coli HVH 21 (4-4517873);negative;
1281137;Escherichia;Escherichia coli;HVH 210 (4-3042480);Escherichia coli HVH 210 (4-3042480);negative;
1281138;Escherichia;Escherichia coli;HVH 211 (4-3041891);Escherichia coli HVH 211 (4-3041891);negative;
1281139;Escherichia;Escherichia coli;HVH 212 (3-9305343);Escherichia coli HVH 212 (3-9305343);negative;
1281140;Escherichia;Escherichia coli;HVH 213 (4-3042928);Escherichia coli HVH 213 (4-3042928);negative;
1281142;Escherichia;Escherichia coli;HVH 215 (4-3008371);Escherichia coli HVH 215 (4-3008371);negative;
1281143;Escherichia;Escherichia coli;HVH 216 (4-3042952);Escherichia coli HVH 216 (4-3042952);negative;
1281144;Escherichia;Escherichia coli;HVH 217 (4-1022806);Escherichia coli HVH 217 (4-1022806);negative;
1281145;Escherichia;Escherichia coli;HVH 218 (4-4500903);Escherichia coli HVH 218 (4-4500903);negative;
1280973;Escherichia;Escherichia coli;HVH 22 (4-2258986);Escherichia coli HVH 22 (4-2258986);negative;
1281146;Escherichia;Escherichia coli;HVH 220 (4-5876842);Escherichia coli HVH 220 (4-5876842);negative;
1281147;Escherichia;Escherichia coli;HVH 221 (4-3136817);Escherichia coli HVH 221 (4-3136817);negative;
1281148;Escherichia;Escherichia coli;HVH 222 (4-2977443);Escherichia coli HVH 222 (4-2977443);negative;
1281149;Escherichia;Escherichia coli;HVH 223 (4-2976528);Escherichia coli HVH 223 (4-2976528);negative;
1281150;Escherichia;Escherichia coli;HVH 225 (4-1273116);Escherichia coli HVH 225 (4-1273116);negative;
1281151;Escherichia;Escherichia coli;HVH 227 (4-2277670);Escherichia coli HVH 227 (4-2277670);negative;
1281152;Escherichia;Escherichia coli;HVH 228 (4-7787030);Escherichia coli HVH 228 (4-7787030);negative;
1280975;Escherichia;Escherichia coli;HVH 24 (4-5985145);Escherichia coli HVH 24 (4-5985145);negative;
1280976;Escherichia;Escherichia coli;HVH 25 (4-5851939);Escherichia coli HVH 25 (4-5851939);negative;
1280977;Escherichia;Escherichia coli;HVH 26 (4-5703913);Escherichia coli HVH 26 (4-5703913);negative;
1280978;Escherichia;Escherichia coli;HVH 27 (4-7449267);Escherichia coli HVH 27 (4-7449267);negative;
1280979;Escherichia;Escherichia coli;HVH 28 (4-0907367);Escherichia coli HVH 28 (4-0907367);negative;
1280980;Escherichia;Escherichia coli;HVH 29 (4-3418073);Escherichia coli HVH 29 (4-3418073);negative;
1280958;Escherichia;Escherichia coli;HVH 3 (4-7276001);Escherichia coli HVH 3 (4-7276001);negative;
1280981;Escherichia;Escherichia coli;HVH 30 (4-2661829);Escherichia coli HVH 30 (4-2661829);negative;
1280982;Escherichia;Escherichia coli;HVH 31 (4-2602156);Escherichia coli HVH 31 (4-2602156);negative;
1280983;Escherichia;Escherichia coli;HVH 32 (4-3773988);Escherichia coli HVH 32 (4-3773988);negative;
1280984;Escherichia;Escherichia coli;HVH 33 (4-2174936);Escherichia coli HVH 33 (4-2174936);negative;
1280985;Escherichia;Escherichia coli;HVH 35 (4-2962667);Escherichia coli HVH 35 (4-2962667);negative;
1280987;Escherichia;Escherichia coli;HVH 37 (4-2773848);Escherichia coli HVH 37 (4-2773848);negative;
1280988;Escherichia;Escherichia coli;HVH 38 (4-2774682);Escherichia coli HVH 38 (4-2774682);negative;
1280989;Escherichia;Escherichia coli;HVH 39 (4-2679949);Escherichia coli HVH 39 (4-2679949);negative;
1280959;Escherichia;Escherichia coli;HVH 4 (4-7276109);Escherichia coli HVH 4 (4-7276109);negative;
1280990;Escherichia;Escherichia coli;HVH 40 (4-1219782);Escherichia coli HVH 40 (4-1219782);negative;
1280991;Escherichia;Escherichia coli;HVH 41 (4-2677849);Escherichia coli HVH 41 (4-2677849);negative;
1280992;Escherichia;Escherichia coli;HVH 42 (4-2100061);Escherichia coli HVH 42 (4-2100061);negative;
1280993;Escherichia;Escherichia coli;HVH 43 (4-2173468);Escherichia coli HVH 43 (4-2173468);negative;
1280994;Escherichia;Escherichia coli;HVH 44 (4-2298570);Escherichia coli HVH 44 (4-2298570);negative;
1280995;Escherichia;Escherichia coli;HVH 45 (4-3129918);Escherichia coli HVH 45 (4-3129918);negative;
1280996;Escherichia;Escherichia coli;HVH 46 (4-2758776);Escherichia coli HVH 46 (4-2758776);negative;
1280997;Escherichia;Escherichia coli;HVH 48 (4-2658593);Escherichia coli HVH 48 (4-2658593);negative;
1280960;Escherichia;Escherichia coli;HVH 5 (4-7148410);Escherichia coli HVH 5 (4-7148410);negative;
1280999;Escherichia;Escherichia coli;HVH 51 (4-2172526);Escherichia coli HVH 51 (4-2172526);negative;
1281000;Escherichia;Escherichia coli;HVH 53 (4-0631051);Escherichia coli HVH 53 (4-0631051);negative;
1281002;Escherichia;Escherichia coli;HVH 55 (4-2646161);Escherichia coli HVH 55 (4-2646161);negative;
1281003;Escherichia;Escherichia coli;HVH 56 (4-2153033);Escherichia coli HVH 56 (4-2153033);negative;
1281004;Escherichia;Escherichia coli;HVH 58 (4-2839709);Escherichia coli HVH 58 (4-2839709);negative;
1281005;Escherichia;Escherichia coli;HVH 59 (4-1119338);Escherichia coli HVH 59 (4-1119338);negative;
1280961;Escherichia;Escherichia coli;HVH 6 (3-8296502);Escherichia coli HVH 6 (3-8296502);negative;
1281006;Escherichia;Escherichia coli;HVH 61 (4-2736020);Escherichia coli HVH 61 (4-2736020);negative;
1281007;Escherichia;Escherichia coli;HVH 63 (4-2542528);Escherichia coli HVH 63 (4-2542528);negative;
1281008;Escherichia;Escherichia coli;HVH 65 (4-2262045);Escherichia coli HVH 65 (4-2262045);negative;
1281009;Escherichia;Escherichia coli;HVH 68 (4-0888028);Escherichia coli HVH 68 (4-0888028);negative;
1281010;Escherichia;Escherichia coli;HVH 69 (4-2837072);Escherichia coli HVH 69 (4-2837072);negative;
1280962;Escherichia;Escherichia coli;HVH 7 (4-7315031);Escherichia coli HVH 7 (4-7315031);negative;
1281011;Escherichia;Escherichia coli;HVH 70 (4-2963531);Escherichia coli HVH 70 (4-2963531);negative;
1281012;Escherichia;Escherichia coli;HVH 73 (4-2393174);Escherichia coli HVH 73 (4-2393174);negative;
1281013;Escherichia;Escherichia coli;HVH 74 (4-1034782);Escherichia coli HVH 74 (4-1034782);negative;
1281014;Escherichia;Escherichia coli;HVH 76 (4-2538717);Escherichia coli HVH 76 (4-2538717);negative;
1281015;Escherichia;Escherichia coli;HVH 77 (4-2605759);Escherichia coli HVH 77 (4-2605759);negative;
1281016;Escherichia;Escherichia coli;HVH 78 (4-2735946);Escherichia coli HVH 78 (4-2735946);negative;
1281017;Escherichia;Escherichia coli;HVH 79 (4-2512823);Escherichia coli HVH 79 (4-2512823);negative;
1281018;Escherichia;Escherichia coli;HVH 80 (4-2428830);Escherichia coli HVH 80 (4-2428830);negative;
1281019;Escherichia;Escherichia coli;HVH 82 (4-2209276);Escherichia coli HVH 82 (4-2209276);negative;
1281021;Escherichia;Escherichia coli;HVH 84 (4-1021478);Escherichia coli HVH 84 (4-1021478);negative;
1281022;Escherichia;Escherichia coli;HVH 85 (4-0792144);Escherichia coli HVH 85 (4-0792144);negative;
1281024;Escherichia;Escherichia coli;HVH 87 (4-5977630);Escherichia coli HVH 87 (4-5977630);negative;
1281025;Escherichia;Escherichia coli;HVH 88 (4-5854636);Escherichia coli HVH 88 (4-5854636);negative;
1281026;Escherichia;Escherichia coli;HVH 89 (4-5885604);Escherichia coli HVH 89 (4-5885604);negative;
1280963;Escherichia;Escherichia coli;HVH 9 (4-6942539);Escherichia coli HVH 9 (4-6942539);negative;
1281027;Escherichia;Escherichia coli;HVH 90 (4-3191362);Escherichia coli HVH 90 (4-3191362);negative;
1281031;Escherichia;Escherichia coli;HVH 95 (4-6074464);Escherichia coli HVH 95 (4-6074464);negative;
1281032;Escherichia;Escherichia coli;HVH 96 (4-5934869);Escherichia coli HVH 96 (4-5934869);negative;
585034;Escherichia;Escherichia coli;IAI1;Escherichia coli IAI1;negative;facultative
585057;Escherichia;Escherichia coli;IAI39;Escherichia coli IAI39;negative;facultative
714962;Escherichia;Escherichia coli;IHE3034;Escherichia coli IHE3034;negative;facultative
1337997;Escherichia;Escherichia coli;IMT8073;Escherichia coli IMT8073;negative;
1206108;Escherichia;Escherichia coli;J96;Escherichia coli J96;negative;
1355100;Escherichia;Escherichia coli;JJ1886;Escherichia coli JJ1886;negative;facultative
1281155;Escherichia;Escherichia coli;KOEGE 10 (25a);Escherichia coli KOEGE 10 (25a);negative;
1281171;Escherichia;Escherichia coli;KOEGE 118 (317a);Escherichia coli KOEGE 118 (317a);negative;
1281172;Escherichia;Escherichia coli;KOEGE 131 (358a);Escherichia coli KOEGE 131 (358a);negative;
1281153;Escherichia;Escherichia coli;KOEGE 3 (4a);Escherichia coli KOEGE 3 (4a);negative;
1281156;Escherichia;Escherichia coli;KOEGE 30 (63a);Escherichia coli KOEGE 30 (63a);negative;
1281157;Escherichia;Escherichia coli;KOEGE 32 (66a);Escherichia coli KOEGE 32 (66a);negative;
1281158;Escherichia;Escherichia coli;KOEGE 33 (68a);Escherichia coli KOEGE 33 (68a);negative;
1281159;Escherichia;Escherichia coli;KOEGE 40 (102a);Escherichia coli KOEGE 40 (102a);negative;
1281160;Escherichia;Escherichia coli;KOEGE 43 (105a);Escherichia coli KOEGE 43 (105a);negative;
1281161;Escherichia;Escherichia coli;KOEGE 44 (106a);Escherichia coli KOEGE 44 (106a);negative;
1281162;Escherichia;Escherichia coli;KOEGE 56 (169a);Escherichia coli KOEGE 56 (169a);negative;
1281163;Escherichia;Escherichia coli;KOEGE 58 (171a);Escherichia coli KOEGE 58 (171a);negative;
1281164;Escherichia;Escherichia coli;KOEGE 61 (174a);Escherichia coli KOEGE 61 (174a);negative;
1281165;Escherichia;Escherichia coli;KOEGE 62 (175a);Escherichia coli KOEGE 62 (175a);negative;
1281166;Escherichia;Escherichia coli;KOEGE 68 (182a);Escherichia coli KOEGE 68 (182a);negative;
1281154;Escherichia;Escherichia coli;KOEGE 7 (16a);Escherichia coli KOEGE 7 (16a);negative;
1281167;Escherichia;Escherichia coli;KOEGE 70 (185a);Escherichia coli KOEGE 70 (185a);negative;
1281168;Escherichia;Escherichia coli;KOEGE 71 (186a);Escherichia coli KOEGE 71 (186a);negative;
1281169;Escherichia;Escherichia coli;KOEGE 73 (195a);Escherichia coli KOEGE 73 (195a);negative;
1281170;Escherichia;Escherichia coli;KOEGE 77 (202a);Escherichia coli KOEGE 77 (202a);negative;
1182659;Escherichia;Escherichia coli;KTE52;Escherichia coli KTE52;negative;
1389422;Escherichia;Escherichia coli;LAU-EC1;Escherichia coli LAU-EC1;negative;
1417796;Escherichia;Escherichia coli;LAU-EC10;Escherichia coli LAU-EC10;negative;
1389423;Escherichia;Escherichia coli;LAU-EC2;Escherichia coli LAU-EC2;negative;
1389424;Escherichia;Escherichia coli;LAU-EC3;Escherichia coli LAU-EC3;negative;
1389425;Escherichia;Escherichia coli;LAU-EC4;Escherichia coli LAU-EC4;negative;
1389416;Escherichia;Escherichia coli;LAU-EC5;Escherichia coli LAU-EC5;negative;
1389417;Escherichia;Escherichia coli;LAU-EC6;Escherichia coli LAU-EC6;negative;
1389418;Escherichia;Escherichia coli;LAU-EC7;Escherichia coli LAU-EC7;negative;
1389419;Escherichia;Escherichia coli;LAU-EC8;Escherichia coli LAU-EC8;negative;
1389420;Escherichia;Escherichia coli;LAU-EC9;Escherichia coli LAU-EC9;negative;
591946;Escherichia;Escherichia coli;LF82;Escherichia coli LF82;negative;facultative
670890;Escherichia;Escherichia coli;LT-68;Escherichia coli LT-68;negative;facultative
656417;Escherichia;Escherichia coli;M605;Escherichia coli M605;negative;facultative
656419;Escherichia;Escherichia coli;M718;Escherichia coli M718;negative;facultative
656420;Escherichia;Escherichia coli;M863;Escherichia coli M863;negative;facultative
656421;Escherichia;Escherichia coli;M919;Escherichia coli M919;negative;facultative
1333593;Escherichia;Escherichia coli;MC19;Escherichia coli MC19;negative;
1333594;Escherichia;Escherichia coli;MC21;Escherichia coli MC21;negative;
1333595;Escherichia;Escherichia coli;MC23;Escherichia coli MC23;negative;
1333596;Escherichia;Escherichia coli;MC6002;Escherichia coli MC6002;negative;
1333597;Escherichia;Escherichia coli;MC6003;Escherichia coli MC6003;negative;
1125638;Escherichia;Escherichia coli;MP020980.1;Escherichia coli MP020980.1;negative;facultative
1116139;Escherichia;Escherichia coli;MP020980.2;Escherichia coli MP020980.2;negative;facultative
1116057;Escherichia;Escherichia coli;MP021017.1;Escherichia coli MP021017.1;negative;facultative
1116064;Escherichia;Escherichia coli;MP021017.10;Escherichia coli MP021017.10;negative;facultative
1116065;Escherichia;Escherichia coli;MP021017.11;Escherichia coli MP021017.11;negative;facultative
1116111;Escherichia;Escherichia coli;MP021017.12;Escherichia coli MP021017.12;negative;facultative
1116058;Escherichia;Escherichia coli;MP021017.2;Escherichia coli MP021017.2;negative;facultative
1116059;Escherichia;Escherichia coli;MP021017.3;Escherichia coli MP021017.3;negative;facultative
1116060;Escherichia;Escherichia coli;MP021017.4;Escherichia coli MP021017.4;negative;facultative
1116061;Escherichia;Escherichia coli;MP021017.5;Escherichia coli MP021017.5;negative;facultative
1116062;Escherichia;Escherichia coli;MP021017.6;Escherichia coli MP021017.6;negative;facultative
1116063;Escherichia;Escherichia coli;MP021017.9;Escherichia coli MP021017.9;negative;facultative
1116134;Escherichia;Escherichia coli;MP021552.11;Escherichia coli MP021552.11;negative;facultative
1116135;Escherichia;Escherichia coli;MP021552.12;Escherichia coli MP021552.12;negative;facultative
1116132;Escherichia;Escherichia coli;MP021552.7;Escherichia coli MP021552.7;negative;facultative
1116133;Escherichia;Escherichia coli;MP021552.8;Escherichia coli MP021552.8;negative;facultative
1116136;Escherichia;Escherichia coli;MP021561.2;Escherichia coli MP021561.2;negative;facultative
1116137;Escherichia;Escherichia coli;MP021561.3;Escherichia coli MP021561.3;negative;facultative
1116138;Escherichia;Escherichia coli;MP021566.1;Escherichia coli MP021566.1;negative;facultative
1314835;Escherichia;Escherichia coli;MP1;Escherichia coli MP1;negative;
679207;Escherichia;Escherichia coli;MS 107-1;Escherichia coli MS 107-1;negative;facultative
