pasteur_genus;pasteur_species;pasteur_strain;pasteur_speciesStrain;pasteur_typeStrain;pasteur_cultureNo;pasteur_growthTemp;pasteur_ref;pasteur_genes;pasteur_source;pasteur_oxygen;pasteur_medium
Bacteroides;Bacteroides fragilis;;Bacteroides fragilis;;;37;Clin. Infect. Dis., 1993, 16, S401-S403|J. Clin. Microbiol., 1996, 34, 2078-2084|FEMS Microbiol. Letters, 1992, 95, 1-6.|Int. Infect. Dis., 1979, 139, 97-101.|Plasmid, 1995, 34, 132.|Plasmid, 1989, 21, 151-154|Anaerobe, 1996, 2, 59-69|J. Bacteriol., 1996, 178, 6671-6676|J. Clin. Microbiol., 1996, 34, 2078-2084.|Plasmid, 1992, 27, 181-190|Med. Mal. Infect., 1996, 26, 213-219|J. Clin. Microbiol., 1996, 34, 2078-2084|Anaerobe, 1996, 2, 59-69.|Clin. Infect. Dis., 1993, 16, S401-S403|Med. Mal. Infect., 1996, 26, 213-219|J. Bacteriol., 1997, 179, 4071-4074|Anaerobe, 1996, 2, 59-69|J. Clin. Microbiol., 1996, 34, 2078-2084.;;Human, feces;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides fragilis;ATCC 23745;Bacteroides fragilis ATCC 23745;;ATCC 23745|NCTC 10581|JCM 11018;37;Acta Path Microbiol. Scand., 1968, 74, 421|Zentralbl. Bakteriol., 1969, 211, 107.;;Pleural fluid;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides fragilis;ATCC 43858;Bacteroides fragilis ATCC 43858;;ATCC 43858;37;J. Clin. Microbiol., 1987, 25, 2330|J. Clin. Microbiol., 1989, 27, 2025.;;Infant, diarrhea;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bacteroides;Bacteroides fragilis;ATCC 43859;Bacteroides fragilis ATCC 43859;;ATCC 43859;37;J. Clin. Microbiol., 1987, 25, 2330.;;Infant, diarrhea;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bacteroides;Bacteroides fragilis;ATCC 51477;Bacteroides fragilis ATCC 51477;;ATCC 51477|JCM 11017;37;Appl. Environ. Microbiol., 1987, 53, 1632|Appl. Environ. Microbiol., 1989, 55, 2696|Appl. Envrion. Microbiol., 1992, 58, 2670.;;Human, peritoneal exudate;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bacteroides;Bacteroides fragilis;DSM 2151;Bacteroides fragilis DSM 2151;yes;ATCC 25285|CCUG 4856|DSM 2151|LMG 10263|NCDO 2217|NCTC 9343|JCM 11019;37;Int. J. Syst. Bacteriol., 1980, 30, 259|Int. J. Syst. Bacteriol., 1976, 26, 231|Antimicrob. Agents Chemother., 1994, 38, 889|J. Clin. Microbiol., 1994, 32, 2204|J. Antimicrob. Chemother., 1994, 34, 53|J. Antimicrob. Chemother., 1994, 34, 409.;;Human, appendix;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides massiliensis;;Bacteroides massiliensis;yes;CCUG 48901;37;Int. J. Syst. Evol. Microbiol., 2005, 55, 1335-1337|Int. J. Syst. Evol. Microbiol., 2005, 55, 1747-1749.;;Human, blood;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bacteroides;Bacteroides merdae;;Bacteroides merdae;yes;ATCC 43184|CCUG 38734;37;Int. J. Syst. Bacteriol., 1978, 28, 245|Int. J. Syst. Bacteriol., 1978, 28, 257|Int. J. Syst. Bacteriol., 1986, 36, 499.;;Human, feces;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides ovatus;;Bacteroides ovatus;;;37;Submitted;;Human, pleural liquid;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bacteroides;Bacteroides ovatus;DSM 1896;Bacteroides ovatus DSM 1896;yes;ATCC 8483|CCUG 4943|DSM 1896|NCTC 11153;37;Antonie van Leeuwenhoek, 1985, 51, 263|Int. J. Syst. Bacteriol., 1980, 30, 260|Int. J. Syst. Bacteriol., 1976, 26, 230|Int. J. Syst. Bacteriol., 1973, 23, 70|Int. J. Syst. Bacteriol., 1978, 28, 245.;;;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides stercoris;;Bacteroides stercoris;yes;ATCC 43183|CCUG 38733;37;Int. J. Syst. Bacteriol., 1978, 28, 245|Int. J. Syst. Bacteriol., 1978, 28, 256|Int. J. Syst. Bacteriol., 1986, 36, 499.;;Human, feces;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides thetaiotaomicron;;Bacteroides thetaiotaomicron;;NCTC 10582|CCUG 34778|DSM 2255;37;J. Clin. Microbiol., 1988, 26, 13|J. Clin. Microbiol., 1994, 32, 2204|Antimicrob. Agents Chemother., 1979, 16, 495|J. Antimicrob. Chemother., 1994, 34, 415.;;Human, perforated appendix;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides thetaiotaomicron;DSM 2079;Bacteroides thetaiotaomicron DSM 2079;yes;ATCC 29148|CCUG 10774|DSM 2079|NCTC 10582;37;Int. J. Syst. Bacteriol., 1980, 30, 261|Int. J. Syst. Bacteriol., 1976, 26, 230|Int. J. Syst. Bacteriol., 1978, 28, 245|J. Bacteriol., 1955, 158, 102.;;Human, feces;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides uniformis;;Bacteroides uniformis;yes;ATCC 8492|CCUG 4942|DSM 6597;37;Int. J. Syst. Bacteriol., 1980, 30, 261|Int. J. Syst. Bacteriol., 1973, 23, 70.;;;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Bacteroides;Bacteroides vulgatus;;Bacteroides vulgatus;yes;ATCC 8482|CCUG 4940|LMG 7956|DSM 1447;37;Int. J. Syst. Bacteriol., 1973, 23, 70|Int. J. Syst. Bacteriol., 1976, 26, 230|Int. J. Syst. Bacteriol., 1980, 30, 261.;;;anaerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=20
Balneatrix;Balneatrix alpica;DSM 16621;Balneatrix alpica DSM 16621;yes;ATCC 51285|DSM 16621;30;J. Clin. Microbiol., 1989, 27, 1446|Epidemiol. Infect., 1991, 107, 373|Res. Microbiol., 1993, 144, 35.;;Human, cerebrospinal fluid;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Balneatrix;Balneatrix alpica;ATCC 51489;Balneatrix alpica ATCC 51489;;ATCC 51489;30;J. Clin. Microbiol., 1989, 27, 1446|Res. Microbiol., 1993, 144, 35.;;Blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Balneatrix;Balneatrix alpica;ATCC 51490;Balneatrix alpica ATCC 51490;;ATCC 51490;30;J. Clin. Microbiol., 1989, 27, 1446|Res. Microbiol., 1993, 144, 35.;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Balneatrix;Balneatrix alpica;ATCC 51491;Balneatrix alpica ATCC 51491;;ATCC 51491;30;J. Clin. Microbiol., 1989, 27, 1446|Res. Microbiol., 1993, 144, 35.;;Water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Balneola;Balneola vulgaris;;Balneola vulgaris;yes;DSM 17893|OOB 256;25;Int. J. Syst. Evol. Microbiol., 2006, 56, 1883-1887|Int. J. Syst. Evol. Microbiol., 2006, 56, 2509-2510.;;Surface waters;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Balneola;Balneola alkaliphila;;Balneola alkaliphila;yes;OOB 103;30;Int. J. Syst. Evol. Microbiol., 2008, 58, 1290-1300|Int. J. Syst. Evol. Microbiol., 2008, 58, 1995-1996.;;Sea water;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Bartonella;Bartonella bacilliformis;;Bartonella bacilliformis;;;30;;;Human;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=250|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6|https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=250
Bartonella;Bartonella bacilliformis;CCUG 45775;Bartonella bacilliformis CCUG 45775;;CCUG 45775;30;J. Clin. Microbiol., 2008, 46, 776-779.;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=250
Bartonella;Bartonella birtlesii;;Bartonella birtlesii;yes;CCUG 44360;37;Int. J. Syst. Evol. Microbiol., 2000, 50, 1973-1979|Int. J. Syst. Evol. Microbiol., 2001, 51, 267-268|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779|J. Bacteriol., 2012, 194, 4779.;;Apodemus sp.;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bartonella;Bartonella bovis;;Bartonella bovis;yes;CCUG 43828;37;Int. J. Syst. Evol. Microbiol., 2002, 52, 383-390|Int. J. Syst. Evol. Microbiol., 2002, 52, 691-692|J. Clin. Microbiol., 2008, 46, 776-779.;;Beef, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella capreoli;;Bartonella capreoli;yes;CCUG 43827;37;Int. J. Syst. Evol. Microbiol., 2002, 52, 383-390|Int. J. Syst. Evol. Microbiol., 2002, 52, 691-692|J. Clin. Microbiol., 2008, 46, 776-779|J. Bacteriol., 2012, 194, 4779.;;Capreolus capreolus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella chomelii;;Bartonella chomelii;yes;CCUG 47497;37;Int. J. Syst. Evol. Microbiol., 2004, 54, 215-220|Int. J. Syst. Evol. Microbiol., 2004, 54, 633-634|J. Clin. Microbiol., 2008, 46, 776-779.;;Ox, Bos taurus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella clarridgeiae;;Bartonella clarridgeiae;;CCUG 45776;37;Med. Microbiol. Lett., 1996, 5, 64|J. Clin. Microbiol., 1997, 35, 1327|J. Clin. Microbiol., 2008, 46, 776-779.;;Cat, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bartonella;Bartonella coopersplainsensis;;Bartonella coopersplainsensis;yes;CCUG 52174|CSUR B619;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961|Int. J. Syst. Evol. Microbiol., 2010, 60, 473-474.;;Blood, Rattus leucopus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella doshiae;;Bartonella doshiae;yes;NCTC 12682|CCUG 50770;37;Int. J. Evol. Syst. Microbiol., 1995, 45,1-8|Int. J. Evol. Syst. Microbiol., 1995, 45, 420|J. Clin. Microbiol., 2008, 46, 776-779.;;Microtus agrestis, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella dromedarii;;Bartonella dromedarii;yes;;37;Vector-Borne and Zoonotic Dis., 2014, 14 (11), 775-782.;;Blood of domesticated camel;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=10
Bartonella;Bartonella elizabethae;;Bartonella elizabethae;yes;ATCC 49927;37;J. Clin. Microbiol., 1993, 31, 872|J. Clin. Microbiol., 1995, 33, 1573 |J. Clin. Microbiol., 1995, 33, 1881|Int. J. Syst. Bacteriol., 1993, 43, 777|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Human, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella grahamii;;Bartonella grahamii;yes;NCTC 12 860|CCUG 50771;37;Int. J. Evol. Syst. Microbiol., 1995, 45, 1-8|Int. J. Evol. Syst. Microbiol., 1995, 45, 420|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Clethrionomys glareolus, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella henselae;;Bartonella henselae;;CCUG 50772;37;The Lancet, 1996, 347, 441.;;Human, inguinal node;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella henselae;ATCC 49882;Bartonella henselae ATCC 49882;yes;ATCC 49882;37;Int. J. Syst. Bacteriol., 1992, 42, 511|Int. J. Syst. Bacteriol., 1993, 43, 777|J. Clin. Microbiol., 1992, 30, 265|J. Clin. Microbiol., 1993, 31, 872|J. Clin. Microbiol., 1993, 31, 1730|J. Clin. Microbiol., 1995, 33, 1089|J. Clin. Microbiol., 1995, 33, 2107|J. Clin. Microbiol., 1995, 33, 1881|Eur. J. Clin. Microbiol. Infect. Dis., 1993, 12, 710|Immunopharmacol. Immunotoxicol., 1994, 16, 449|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171.;;Blood, febrile male patient, HIV positive;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella japonica;;Bartonella japonica;yes;JCM 15567;37;Appl. Environ. Microbiol., 2008, 74, 5086-5092|Trends Microbiol., 2003, 11, 318-321|Int. J. Syst. Evol. Microbiol., 2010, 60, 759-763|Int. J. Syst. Evol. Microbiol., 2010, 60, 1480-1481.;;Apodemus argenteus mice, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella koehlerae;;Bartonella koehlerae;yes;ATCC 700693|CCUG 50773;37;Int. J. Syst. Evol. Microbiol., 2000, 50, 423-424|J. Clin. Microbiol., 1999, 37, 1117-1122|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Cat;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bartonella;Bartonella phoceensis;;Bartonella phoceensis;yes;CCUG 51222;37;J. Clin. Microbiol., 2004, 42, 3816-3818.;;Rat, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella queenslandensis;;Bartonella queenslandensis;yes;CCUG 52167|CSUR B617;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961|Int. J. Syst. Evol. Microbiol., 2010, 60, 473-474.;;Blood, Melomys sp.;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella queenslandensis;CCUG 52162;Bartonella queenslandensis CCUG 52162;;CCUG 52162|CSUR B614;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961.;;Blood, Rattus tuneyi;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella queenslandensis;CCUG 52163;Bartonella queenslandensis CCUG 52163;;CCUG 52163|CSUR B615;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961.;;Blood, Rattus fuscipes;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella queenslandensis;CCUG 52166;Bartonella queenslandensis CCUG 52166;;CCUG 52166|CSUR B616;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961.;;Blood, Rattus cornuatus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella queenslandensis;CCUG 52170;Bartonella queenslandensis CCUG 52170;;CCUG 52170|CSUR B618;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961.;;Blood, Rattus leucopus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bartonella;Bartonella quintana;;Bartonella quintana;;;37;Eur. J. Clin. Microbiol. Infect. Dis., 1996, 15, 736. ;;Human, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella quintana;CCUG 45777;Bartonella quintana CCUG 45777;;CCUG 45777;37;J. Clin. Microbiol., 1994, 32, 127|J. Clin. Microbiol., 1995, 33, 1573|Int. J. Syst. Bacteriol., 1993, 43, 777.;;Human, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella quintana;ATCC VR 358;Bartonella quintana ATCC VR 358;yes;ATCC VR 358;37;Z. Pathol. Bakteriol., 1948, 11, 513|Int. J. Syst. Bacteriol., 1993, 43, 777-786|Int. J. Syst. Bacteriol., 1995, 45, 1-8|Int. J. Syst. Bacteriol., 1995, 45, 420|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Human, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella rattaustraliani;;Bartonella rattaustraliani;;CCUG 52173|CSUR B613;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961.;;Blood, Melomysse;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bartonella;Bartonella rattaustraliani;CCUG 52161;Bartonella rattaustraliani CCUG 52161;yes;CCUG 52161|CSUR B609;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961|Int. J. Syst. Evol. Microbiol., 2010, 60, 473-474.;;Blood, Rattus tunneyi;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bartonella;Bartonella rattaustraliani;CCUG 52164;Bartonella rattaustraliani CCUG 52164;;CCUG 52164|CSUR B610;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961|Int. J. Syst. Evol. Microbiol., 2010, 60, 473-474.;;Blood, Uromys caudimaculatus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella rattaustraliani;CCUG 52165;Bartonella rattaustraliani CCUG 52165;;CCUG 52165|CSUR B611;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961.;;Blood, Rattus leucopus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella rattaustraliani;CCUG 52169;Bartonella rattaustraliani CCUG 52169;;CCUG 52169|CSUR B612;37;Int. J. Syst. Evol. Microbiol., 2009, 59, 2956-2961.;;Blood, Rattus cornuatus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bartonella;Bartonella rattimassiliensis;;Bartonella rattimassiliensis;yes;;37;J. Clin. Microbiol., 2004, 42, 3816-3818.;;Rat, blood and heart;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella schoenbuchensis;;Bartonella schoenbuchensis;yes;NCTC 13165|DSM 13525|CCUG 50783;37;Int. J. Syst. Evol. Microbiol., 2001, 51, 1557-1565|Int. J. Syst. Evol. Microbiol., 2001, 51, 1621-1623|J. Clin. Microbiol., 2008, 46, 776-779.;;Deer, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella silvatica;;Bartonella silvatica;yes;JCM 15566;37;Appl. Environ. Microbiol., 2008, 74 (16), 5086-5092|Trends Microbiol., 2003, 11, 318-321|Int. J. Syst. Evol. Microbiol., 2010, 60, 759-763|Int. J. Syst. Evol. Microbiol., 2010, 60, 1480-1481.;;Apodemus speciosus mice, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella taylorii;;Bartonella taylorii;yes;NCTC 12861|CCUG 50774;37;Int. J. Syst. Bacteriol., 1995, 45, 1-8|Int. J. Syst. Bacteriol., 1995, 45, 420|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bartonella;Bartonella tribocorum;;Bartonella tribocorum;yes;CCUG 45778;37;Int. J. Syst. Bacteriol., 1998, 48, 1333|Int. J. Syst. Bacteriol., 1999, 49, 6|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Wild rat, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella vinsonii;arupensis;Bartonella vinsonii arupensis;yes;ATCC 700727|CCUG 50775;37;J. Clin. Microbiol., 1999, 37, 2598-2601|Int. J. Syst. Evol. Microbiol., 2000, 50, 3-4|Int. J. Syst. Evol. Microbiol., 2001, 51, 179-182|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Human, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella vinsonii;berkhoffii;Bartonella vinsonii berkhoffii;yes;ATCC 51672|CCUG 45779;37;Int. J. Syst. Bacteriol., 1996, 46, 708|Int. J. Syst. Bacteriol., 1996, 46, 1191|J. Clin. Microbiol., 1995, 33, 154|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Canine, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella vinsonii;vinsonii;Bartonella vinsonii vinsonii;yes;ATCC 152-VR;37;J. Exp. Med., 1946, 84, 37|Int. J. Syst. Bacteriol., 1982, 32, 305|Int. J. Syst. Bacteriol., 1993, 43, 777|Int. J. Syst. Bacteriol., 1996, 46, 708|Eur. J. Clin. Microbiol. Infect. Dis., 1993, 12, 710|J. Clin. Microbiol., 1993, 31, 1730|J. Clin. Microbiol., 1995, 33, 1089|J. Clin. Microbiol., 1995, 33, 1573|J. Clin. Microbiol., 1995, 33, 1881|J. Clin. Microbiol., 1995, 33, 2107|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Vole, spleen;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=70
Bartonella;Bartonella alsatica;;Bartonella alsatica;yes;CCUG 45774;37;Int. J. Syst. Bacteriol., 1999, 49, 283|Int. J. Syst. Bacteriol., 1999, 49, 344|Int. J. Syst. Evol. Microbiol., 2002, 52, 165-171|J. Clin. Microbiol., 2008, 46, 776-779.;;Rabbit, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella australis;;Bartonella australis;;;37;Emerg. Infect. Dis., 2007, 13, 1961-1962.;;Kangaroo, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Bartonella;Bartonella australis;CCUG 51999;Bartonella australis CCUG 51999;yes;CCUG 51999;37;Emerg. Infect. Dis., 2007, 13, 1961-1962.;;Kangaroo, blood;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=45
Basilea;Basilea psittacipulmonis;;Basilea psittacipulmonis;yes;DSM 24701;30;Int. J. Syst. Evol. Microbiol., 2014, 64, 2184-2187|BMC Genomics, 2014, 15, 169.;;Bird lung, Melopsitttacus undulatus;;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Bdellovibrio;Bdellovibrio bacteriovorus;;Bdellovibrio bacteriovorus;;;30;Int. J. Syst. Evol. Microbiol., 2017, 67, 2555-2568.;;Water, river;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=94
Bdellovibrio;Bdellovibrio bacteriovorus;DSM 12732;Bdellovibrio bacteriovorus DSM 12732;;DSM 12732|ATCC 25622|ICPB 3249;30;J. Bacteriol., 1969, 100, 769-785|Int. J. Syst. Evol. Microbiol., 2017, 67, 2555-2568.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=485
Beijerinckia;Beijerinckia fluminensis;;Beijerinckia fluminensis;yes;DSM 2327|NCAIM B.01797|UQM 1685;30;Int. J. Syst. Bacteriol., 1980, 30, 262|J. Microbiol. Methods, 1988, 8, 259-271|Int. J. Syst. Evol. Microbiol., 2009, 59, 2323-2328|Int. J. Syst. Evol. Microbiol., 2011, 61, doi:10.1099/ijs.0.032805-0.;;;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
Belliella;Belliella baltica;;Belliella baltica;yes;DSM 15883|LMG 21964;30;Int. J. Syst. Evol. Microbiol., 2004, 54, 65-70|Int. J. Syst. Evol. Microbiol., 2004, 54, 633-634|Int. J. Syst. Evol. Microbiol., 2012, 62, 2252-2258.;;Water sample;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Bergeriella;Bergeriella denitrificans;;Bergeriella denitrificans;yes;ATCC 14686|CCUG 2155|NCTC 10295;37;Zentralbl. Bakteriol., 1962, 148, 445|Int. J. Syst. Bacteriol., 1980, 30, 334|J. Gen. Appl. Microbiol., 2005, 51, 1-10|Int. J. Syst. Evol. Microbiol., 2005, 55, 1395-1397.;;Rabbit, oral mucosa;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=6
Bergeyella;Bergeyella zoohelcum;;Bergeyella zoohelcum;;CPC CIMB 05-0731;30;;;Human, blood;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=1048
Bergeyella;Bergeyella zoohelcum;ATCC 43767;Bergeyella zoohelcum ATCC 43767;yes;ATCC 43767|NCTC 11660;30;System. Appl. Microbiol., 1986, 8, 191|Int. J. Syst. Bacteriol. 1987, 37, 179|Int. J. Syst. Bacteriol., 1994, 44, 830|Int. J. Syst. Bacteriol., 1995, 45, 199|J. Clin. Microbiol., 2004, 42, 290-293|Syst. Appl. Microbiol., 2005, 28, 640-660.;;Human, sputum;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=3
Bernardetia;Bernardetia litoralis;;Bernardetia litoralis;yes;DSM 6794|ATCC 23117|IFO 15988|NCIMB 1366;25;Int. J. Syst. Bacteriol., 1980, 30, 225-420|J. Gen. Microbiol., 1969, 58, 145-170|J. Gen. Microbiol., 1969, 58, 171-178|J. Gen. Microbiol., 1969, 58, 179-187|J. Gen. Microbiol., 1969, 58, 189-206|J. Gen. Microbiol., 1969, 58, 207-215|Int. J. Syst. Evol. Microbiol., 2017, 67, 1095-1098|Front. Microbiol., 2016, 7, 2003.;;Marine aquarium outflow;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=13
Beutenbergia;Beutenbergia cavernae;;Beutenbergia cavernae;yes;DSM 12333|JCM 11478;30;Int. J. Syst. Bacteriol., 1999, 49, 1733-1740|Int. J. Syst. Evol. Microbiol., 2000, 50, 6|Int. J. Syst. Evol. Microbiol., 2011, 61, 123-127.;;Soil, cave;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=29
Bhargavaea;Bhargavaea ullalensis;;Bhargavaea ullalensis;yes;LMG 27071 |CCM 8429;25;Int. J. Syst. Evol. Microbiol., 2013, 63, 2450-2456|Int. J. Syst. Evol. Microbiol., 2013, 63, 3549-3550.;;Soil, coastal sand;aerobic;https://catalogue-crbip.pasteur.fr/fiche_milieu.xhtml?crbip=72
