locus_tag	ftype	length_bp	gene	EC_number	COG	product
JKMCHIPE_01754	CDS	1461				hypothetical protein
JKMCHIPE_01755	CDS	927	glsA	3.5.1.2	COG2066	Glutaminase
JKMCHIPE_01756	CDS	1428	gadC_3		COG0531	Glutamate/gamma-aminobutyrate antiporter
JKMCHIPE_01757	CDS	1215	amt			Ammonia channel
JKMCHIPE_01758	CDS	243				hypothetical protein
JKMCHIPE_01759	CDS	558				Stress response regulator gls24 
JKMCHIPE_01760	CDS	189				hypothetical protein
JKMCHIPE_01761	CDS	567				hypothetical protein
JKMCHIPE_01762	CDS	174				hypothetical protein
JKMCHIPE_01763	CDS	474				hypothetical protein
JKMCHIPE_01764	CDS	228				hypothetical protein
JKMCHIPE_01765	CDS	372				hypothetical protein
JKMCHIPE_01766	CDS	243				hypothetical protein
JKMCHIPE_01767	CDS	903				hypothetical protein
JKMCHIPE_01768	CDS	189				hypothetical protein
JKMCHIPE_01769	CDS	564				hypothetical protein
JKMCHIPE_01770	CDS	894	yghA	1.-.-.-		putative oxidoreductase YghA
JKMCHIPE_01771	CDS	939	zntB			Zinc transport protein ZntB
JKMCHIPE_01772	CDS	351				hypothetical protein
JKMCHIPE_01773	CDS	903	gspA_1		COG1442	General stress protein A
JKMCHIPE_01774	CDS	858	gspA_2		COG1442	General stress protein A
JKMCHIPE_01775	CDS	810	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
JKMCHIPE_01776	CDS	498				hypothetical protein
JKMCHIPE_01777	tRNA	76				tRNA-Met(cat)
JKMCHIPE_01778	CDS	306				hypothetical protein
JKMCHIPE_01779	CDS	255				hypothetical protein
JKMCHIPE_01780	CDS	246				hypothetical protein
JKMCHIPE_01781	CDS	366				hypothetical protein
JKMCHIPE_01782	CDS	99				hypothetical protein
JKMCHIPE_01783	CDS	201	cspL		COG1278	Cold shock protein 2
JKMCHIPE_01784	CDS	150				hypothetical protein
JKMCHIPE_01785	CDS	714	ppaX_2	3.6.1.1		Pyrophosphatase PpaX
JKMCHIPE_01786	CDS	1086	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
JKMCHIPE_01787	CDS	444	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
JKMCHIPE_01788	CDS	867				hypothetical protein
JKMCHIPE_01789	CDS	510	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
JKMCHIPE_01790	CDS	858	manZ_1		COG3716	PTS system mannose-specific EIID component
JKMCHIPE_01791	CDS	834				hypothetical protein
JKMCHIPE_01792	CDS	1104	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
JKMCHIPE_01793	CDS	1002	fldH	1.1.1.-		Phenyllactate dehydrogenase
JKMCHIPE_01794	CDS	903		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
JKMCHIPE_01795	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
JKMCHIPE_01796	CDS	207				hypothetical protein
JKMCHIPE_01797	CDS	444				hypothetical protein
JKMCHIPE_01798	CDS	582	aes_2	3.1.1.-		Acetyl esterase
JKMCHIPE_01799	CDS	1908				hypothetical protein
JKMCHIPE_01800	CDS	507	sttH	3.5.2.19		Streptothricin hydrolase
JKMCHIPE_01801	CDS	129				hypothetical protein
JKMCHIPE_01802	CDS	201				hypothetical protein
JKMCHIPE_01803	CDS	840				hypothetical protein
JKMCHIPE_01804	CDS	855	prsA_2	5.2.1.8		Foldase protein PrsA
JKMCHIPE_01805	CDS	711	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
JKMCHIPE_01806	CDS	399	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
JKMCHIPE_01807	CDS	312	srlE_1	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
JKMCHIPE_01808	CDS	747	srlE_2	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
JKMCHIPE_01809	CDS	555	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
JKMCHIPE_01810	CDS	492				hypothetical protein
JKMCHIPE_01811	CDS	483				hypothetical protein
JKMCHIPE_01812	CDS	222				hypothetical protein
JKMCHIPE_01813	CDS	1155	licR_1		COG1762	putative licABCH operon regulator
JKMCHIPE_01814	CDS	801	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JKMCHIPE_01815	CDS	216				hypothetical protein
JKMCHIPE_01816	CDS	486				hypothetical protein
JKMCHIPE_01817	CDS	414				hypothetical protein
JKMCHIPE_01818	CDS	792				hypothetical protein
JKMCHIPE_01819	CDS	393				hypothetical protein
JKMCHIPE_01820	CDS	711				hypothetical protein
JKMCHIPE_01821	CDS	156				hypothetical protein
JKMCHIPE_01822	CDS	684	hchA_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
JKMCHIPE_01823	CDS	354				hypothetical protein
JKMCHIPE_01824	CDS	198	cspLA_2		COG1278	Cold shock-like protein CspLA
JKMCHIPE_01825	CDS	111				hypothetical protein
JKMCHIPE_01826	CDS	180				hypothetical protein
JKMCHIPE_01827	CDS	303				hypothetical protein
JKMCHIPE_01828	CDS	252				hypothetical protein
JKMCHIPE_01829	CDS	192				hypothetical protein
JKMCHIPE_01830	tRNA	73				tRNA-Met(cat)
JKMCHIPE_01831	CDS	198	cspLA_3		COG1278	Cold shock-like protein CspLA
JKMCHIPE_01832	CDS	441				hypothetical protein
JKMCHIPE_01833	CDS	153				hypothetical protein
JKMCHIPE_01834	CDS	975				hypothetical protein
JKMCHIPE_01835	CDS	1020				hypothetical protein
JKMCHIPE_01836	CDS	225				hypothetical protein
JKMCHIPE_01837	CDS	294				hypothetical protein
JKMCHIPE_01838	CDS	138				hypothetical protein
JKMCHIPE_01839	CDS	447				hypothetical protein
JKMCHIPE_01840	CDS	2253				hypothetical protein
JKMCHIPE_01841	CDS	1050				hypothetical protein
JKMCHIPE_01842	CDS	1020				hypothetical protein
JKMCHIPE_01843	CDS	828				hypothetical protein
JKMCHIPE_01844	CDS	4632				hypothetical protein
JKMCHIPE_01845	CDS	621				hypothetical protein
JKMCHIPE_01846	CDS	441				hypothetical protein
JKMCHIPE_01847	CDS	540				hypothetical protein
JKMCHIPE_01848	CDS	390				hypothetical protein
JKMCHIPE_01849	CDS	351				hypothetical protein
JKMCHIPE_01850	CDS	348				hypothetical protein
JKMCHIPE_01851	CDS	402				hypothetical protein
JKMCHIPE_01852	CDS	360				hypothetical protein
JKMCHIPE_01853	CDS	213				hypothetical protein
JKMCHIPE_01854	CDS	963				hypothetical protein
JKMCHIPE_01855	CDS	579				hypothetical protein
JKMCHIPE_01856	CDS	1137				hypothetical protein
JKMCHIPE_01857	CDS	1560				hypothetical protein
JKMCHIPE_01858	CDS	1326				hypothetical protein
JKMCHIPE_01859	CDS	855				hypothetical protein
JKMCHIPE_01860	CDS	408				hypothetical protein
JKMCHIPE_01861	CDS	297				hypothetical protein
JKMCHIPE_01862	CDS	231				hypothetical protein
JKMCHIPE_01863	CDS	375				hypothetical protein
JKMCHIPE_01864	CDS	414				hypothetical protein
JKMCHIPE_01865	CDS	297				hypothetical protein
JKMCHIPE_01866	CDS	219				hypothetical protein
JKMCHIPE_01867	CDS	318				hypothetical protein
JKMCHIPE_01868	CDS	300				hypothetical protein
JKMCHIPE_01869	CDS	162				hypothetical protein
JKMCHIPE_01870	CDS	360				hypothetical protein
JKMCHIPE_01871	CDS	852				hypothetical protein
JKMCHIPE_01872	CDS	834				hypothetical protein
JKMCHIPE_01873	CDS	687				hypothetical protein
JKMCHIPE_01874	CDS	672				hypothetical protein
JKMCHIPE_01875	CDS	342				hypothetical protein
JKMCHIPE_01876	CDS	726				hypothetical protein
JKMCHIPE_01877	CDS	174				hypothetical protein
JKMCHIPE_01878	CDS	171				hypothetical protein
JKMCHIPE_01879	CDS	321				hypothetical protein
JKMCHIPE_01880	CDS	186				hypothetical protein
JKMCHIPE_01881	CDS	375				hypothetical protein
JKMCHIPE_01882	CDS	423				hypothetical protein
JKMCHIPE_01883	CDS	654				hypothetical protein
JKMCHIPE_01884	CDS	489				hypothetical protein
JKMCHIPE_01885	CDS	291				hypothetical protein
JKMCHIPE_01886	CDS	1140	xerC_8			Tyrosine recombinase XerC
JKMCHIPE_01887	tRNA	76				tRNA-Arg(cct)
JKMCHIPE_01888	CDS	165				hypothetical protein
JKMCHIPE_01889	CDS	1182	eis_2	2.3.1.-		N-acetyltransferase Eis
JKMCHIPE_01890	CDS	414				hypothetical protein
JKMCHIPE_01891	CDS	183				hypothetical protein
JKMCHIPE_01892	CDS	222				hypothetical protein
JKMCHIPE_01893	CDS	1461	celB		COG1455	PTS system cellobiose-specific EIIC component
JKMCHIPE_01894	CDS	321	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
JKMCHIPE_01895	CDS	318	ptcB_3	2.7.1.204	COG1440	PTS system galactose-specific EIIB component
JKMCHIPE_01896	CDS	2703	dgaR_1			Transcriptional regulatory protein DagR
JKMCHIPE_01897	CDS	1278	yfmL	3.6.4.13	COG0513	putative ATP-dependent RNA helicase YfmL
JKMCHIPE_01898	CDS	1014	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
JKMCHIPE_01899	CDS	729	sfsA		COG1489	Sugar fermentation stimulation protein A
JKMCHIPE_01900	CDS	342				hypothetical protein
JKMCHIPE_01901	CDS	648	dtxR			Diphtheria toxin repressor
JKMCHIPE_01902	CDS	1527	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
JKMCHIPE_01903	CDS	2799	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
JKMCHIPE_01904	CDS	708	divIVA		COG3599	Cell division protein DivIVA
JKMCHIPE_01905	CDS	783				hypothetical protein
JKMCHIPE_01906	CDS	600	sepF			Cell division protein SepF
JKMCHIPE_01907	CDS	678	yggS		COG0325	Pyridoxal phosphate homeostasis protein
JKMCHIPE_01908	CDS	1242	ftsZ		COG0206	Cell division protein FtsZ
JKMCHIPE_01909	CDS	1326	ftsA		COG0849	Cell division protein FtsA
JKMCHIPE_01910	CDS	1221	divIB			Cell division protein DivIB
JKMCHIPE_01911	CDS	1089	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
JKMCHIPE_01912	CDS	1362	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
JKMCHIPE_01913	CDS	963	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
JKMCHIPE_01914	CDS	2193	pbpX_2		COG0768	Penicillin-binding protein 2X
JKMCHIPE_01915	CDS	402	ftsL_1			Cell division protein FtsL
JKMCHIPE_01916	CDS	960	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
JKMCHIPE_01917	CDS	432	mraZ			Transcriptional regulator MraZ
JKMCHIPE_01918	CDS	369				hypothetical protein
JKMCHIPE_01919	CDS	957				hypothetical protein
JKMCHIPE_01920	CDS	117				hypothetical protein
JKMCHIPE_01921	CDS	1683	recN		COG0497	DNA repair protein RecN
JKMCHIPE_01922	CDS	450	argR_3		COG1438	Arginine repressor
JKMCHIPE_01923	CDS	819	tlyA		COG1189	Hemolysin A
JKMCHIPE_01924	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
JKMCHIPE_01925	CDS	225	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
JKMCHIPE_01926	CDS	1338	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
JKMCHIPE_01927	CDS	855	folD		COG0190	Bifunctional protein FolD protein
JKMCHIPE_01928	CDS	450	nusB		COG0781	Transcription antitermination protein NusB
JKMCHIPE_01929	CDS	426				putative protein
JKMCHIPE_01930	CDS	1065	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
JKMCHIPE_01931	CDS	246				hypothetical protein
JKMCHIPE_01932	CDS	375				hypothetical protein
JKMCHIPE_01933	CDS	915	manZ_2		COG3716	PTS system mannose-specific EIID component
JKMCHIPE_01934	CDS	804	sorA_1		COG3715	PTS system sorbose-specific EIIC component
JKMCHIPE_01935	CDS	990	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
JKMCHIPE_01936	CDS	492	manX_3	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
JKMCHIPE_01937	CDS	2835	dgaR_2			Transcriptional regulatory protein DagR
JKMCHIPE_01938	CDS	294	rpmA			50S ribosomal protein L27
JKMCHIPE_01939	CDS	345				hypothetical protein
JKMCHIPE_01940	CDS	309	rplU		COG0261	50S ribosomal protein L21
JKMCHIPE_01941	CDS	642	udg	3.2.2.27	COG1573	Type-4 uracil-DNA glycosylase
JKMCHIPE_01942	CDS	1632	dauA		COG0659	C4-dicarboxylic acid transporter DauA
JKMCHIPE_01943	CDS	360				hypothetical protein
JKMCHIPE_01944	tRNA	75				tRNA-Arg(tct)
JKMCHIPE_01945	CDS	684	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
JKMCHIPE_01946	CDS	519				hypothetical protein
JKMCHIPE_01947	CDS	1845				hypothetical protein
JKMCHIPE_01948	CDS	1005	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
JKMCHIPE_01949	CDS	741			COG1234	putative protein
JKMCHIPE_01950	CDS	804				hypothetical protein
JKMCHIPE_01951	CDS	1083	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
JKMCHIPE_01952	CDS	1269	dltD		COG3966	Protein DltD
JKMCHIPE_01953	CDS	234	dltC		COG0236	D-alanyl carrier protein
JKMCHIPE_01954	CDS	1206				hypothetical protein
JKMCHIPE_01955	CDS	1515	dltA	6.2.1.54	COG1020	D-alanine--D-alanyl carrier protein ligase
JKMCHIPE_01956	CDS	150				hypothetical protein
JKMCHIPE_01957	CDS	2043	bceB_2		COG0577	Bacitracin export permease protein BceB
JKMCHIPE_01958	CDS	768	bceA_2		COG1136	Bacitracin export ATP-binding protein BceA
JKMCHIPE_01959	CDS	2190	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
JKMCHIPE_01960	CDS	603				hypothetical protein
JKMCHIPE_01961	CDS	1119	dinB_2	2.7.7.7	COG0389	DNA polymerase IV
JKMCHIPE_01962	CDS	873	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
JKMCHIPE_01963	CDS	348	yabA		COG4467	Initiation-control protein YabA
JKMCHIPE_01964	CDS	825				hypothetical protein
JKMCHIPE_01965	CDS	939				hypothetical protein
JKMCHIPE_01966	CDS	330	darA		COG3870	Cyclic di-AMP receptor A
JKMCHIPE_01967	CDS	645	tmk	2.7.4.9	COG0125	Thymidylate kinase
JKMCHIPE_01968	CDS	597	recR		COG0353	Recombination protein RecR
JKMCHIPE_01969	CDS	315			COG0718	Nucleoid-associated protein
JKMCHIPE_01970	CDS	1746	ruvB_2	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
JKMCHIPE_01971	CDS	1248				hypothetical protein
JKMCHIPE_01972	CDS	1185				hypothetical protein
JKMCHIPE_01973	CDS	798				hypothetical protein
JKMCHIPE_01974	CDS	696	larR		COG0664	Lactate racemization regulatory protein
JKMCHIPE_01975	CDS	279				hypothetical protein
JKMCHIPE_01976	CDS	1209	yfcJ			putative MFS-type transporter YfcJ
JKMCHIPE_01977	CDS	366				hypothetical protein
JKMCHIPE_01978	CDS	738	ydjF_2		COG1349	putative HTH-type transcriptional regulator YdjF
JKMCHIPE_01979	CDS	861	kbaY	4.1.2.40	COG0191	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
JKMCHIPE_01980	CDS	1419	fruA_4		COG1299	PTS system fructose-specific EIIABC component
JKMCHIPE_01981	CDS	450	fruA_5		COG1299	PTS system fructose-specific EIIABC component
JKMCHIPE_01982	CDS	264	rpmE2		COG0254	50S ribosomal protein L31 type B
JKMCHIPE_01983	CDS	1296	rho	3.6.4.-	COG1158	Transcription termination factor Rho
JKMCHIPE_01984	CDS	1272	murA1_2	2.5.1.7		UDP-N-acetylglucosamine 1-carboxyvinyltransferase
JKMCHIPE_01985	CDS	870	fba_2	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
JKMCHIPE_01986	CDS	1611	pyrG	6.3.4.2	COG0504	CTP synthase
JKMCHIPE_01987	CDS	246				hypothetical protein
JKMCHIPE_01988	CDS	1341	glnA	6.3.1.2		Glutamine synthetase
JKMCHIPE_01989	CDS	393	glnR		COG0789	HTH-type transcriptional regulator GlnR
JKMCHIPE_01990	CDS	1230	hflX		COG2262	GTPase HflX
JKMCHIPE_01991	CDS	918	miaA	2.5.1.75	COG0324	tRNA dimethylallyltransferase
JKMCHIPE_01992	CDS	738	glpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
JKMCHIPE_01993	CDS	528				hypothetical protein
JKMCHIPE_01994	CDS	594	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JKMCHIPE_01995	CDS	402	yrdA		COG0663	Protein YrdA
JKMCHIPE_01996	CDS	198				hypothetical protein
JKMCHIPE_01997	CDS	1761			COG1132	putative ABC transporter ATP-binding protein
JKMCHIPE_01998	CDS	1731			COG1132	putative ABC transporter ATP-binding protein
JKMCHIPE_01999	CDS	213				hypothetical protein
JKMCHIPE_02000	CDS	1680	rnj1	3.1.-.-		Ribonuclease J 1
JKMCHIPE_02001	CDS	201	cspLA_4		COG1278	Cold shock-like protein CspLA
JKMCHIPE_02002	CDS	660				hypothetical protein
JKMCHIPE_02003	CDS	654		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
JKMCHIPE_02004	CDS	1314	fpgS	6.3.2.17		Folylpolyglutamate synthase
JKMCHIPE_02005	CDS	2646	valS	6.1.1.9	COG0525	Valine--tRNA ligase
JKMCHIPE_02006	CDS	648	rex_2		COG2344	Redox-sensing transcriptional repressor Rex
JKMCHIPE_02007	CDS	1212	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
JKMCHIPE_02008	CDS	1143	iscS_2	2.8.1.7	COG1104	Cysteine desulfurase IscS
JKMCHIPE_02009	CDS	1722	ezrA		COG4477	Septation ring formation regulator EzrA
JKMCHIPE_02010	CDS	561				hypothetical protein
JKMCHIPE_02011	CDS	663	cof	3.6.1.-		HMP-PP phosphatase
JKMCHIPE_02012	CDS	834				hypothetical protein
JKMCHIPE_02013	CDS	969	ansA	3.5.1.1	COG0252	L-asparaginase
JKMCHIPE_02014	CDS	738				hypothetical protein
JKMCHIPE_02015	CDS	834		2.7.1.-		putative ketoamine kinase
JKMCHIPE_02016	CDS	1329	pepC	3.4.22.40	COG3579	Aminopeptidase C
JKMCHIPE_02017	CDS	165				hypothetical protein
JKMCHIPE_02018	tRNA	76				tRNA-Asn(gtt)
JKMCHIPE_02019	tRNA	73				tRNA-Thr(ggt)
JKMCHIPE_02020	CDS	630	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
JKMCHIPE_02021	CDS	375				hypothetical protein
JKMCHIPE_02022	CDS	1428	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
JKMCHIPE_02023	CDS	1857	bglF_6		COG1263	PTS system beta-glucoside-specific EIIBCA component
JKMCHIPE_02024	CDS	846	licT_5		COG3711	Transcription antiterminator LicT
JKMCHIPE_02025	CDS	333	dinB_3	2.7.7.7		DNA polymerase IV
JKMCHIPE_02026	CDS	177				hypothetical protein
JKMCHIPE_02027	CDS	168				hypothetical protein
JKMCHIPE_02028	CDS	222				hypothetical protein
JKMCHIPE_02029	CDS	216	cbnBA			Bacteriocin carnobacteriocin-A
JKMCHIPE_02030	CDS	177				hypothetical protein
JKMCHIPE_02031	CDS	198				hypothetical protein
JKMCHIPE_02032	CDS	123				hypothetical protein
JKMCHIPE_02033	CDS	798	glvR_2		COG1737	HTH-type transcriptional regulator GlvR
JKMCHIPE_02034	CDS	1086	aguA_1	3.5.3.12	COG2957	Agmatine deiminase
JKMCHIPE_02035	CDS	990	arcC1_2	2.7.2.2		Carbamate kinase 1
JKMCHIPE_02036	CDS	1107	aguA_2	3.5.3.12	COG2957	Putative agmatine deiminase
JKMCHIPE_02037	CDS	1389	gadC_4		COG0531	putative glutamate/gamma-aminobutyrate antiporter
JKMCHIPE_02038	CDS	1035	ptcA	2.1.3.6	COG0078	Putrescine carbamoyltransferase
JKMCHIPE_02039	tRNA	76				tRNA-Asn(gtt)
JKMCHIPE_02040	rRNA	111				5S ribosomal RNA
JKMCHIPE_02041	rRNA	2911				23S ribosomal RNA
JKMCHIPE_02042	rRNA	1558				16S ribosomal RNA
JKMCHIPE_02043	CDS	363				hypothetical protein
JKMCHIPE_02044	CDS	381	yugI		COG1098	General stress protein 13
JKMCHIPE_02045	CDS	1176	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
JKMCHIPE_02046	CDS	585		5.2.1.8		Putative peptidyl-prolyl cis-trans isomerase
JKMCHIPE_02047	CDS	999	yumC	1.18.1.2	COG0492	Ferredoxin--NADP reductase 2
JKMCHIPE_02048	CDS	510	ypjQ		COG1267	putative protein YpjQ
JKMCHIPE_02049	CDS	660				hypothetical protein
JKMCHIPE_02050	CDS	765	yutF	3.1.3.-	COG0647	Acid sugar phosphatase
JKMCHIPE_02051	CDS	678				hypothetical protein
JKMCHIPE_02052	CDS	1386				hypothetical protein
JKMCHIPE_02053	CDS	255				hypothetical protein
JKMCHIPE_02054	CDS	516	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
JKMCHIPE_02055	CDS	858	lrp			Leucine-rich protein
JKMCHIPE_02056	CDS	336				hypothetical protein
JKMCHIPE_02057	CDS	1371	rsmF	2.1.1.-	COG0144	Ribosomal RNA small subunit methyltransferase F
JKMCHIPE_02058	CDS	534				hypothetical protein
JKMCHIPE_02059	CDS	1482				hypothetical protein
JKMCHIPE_02060	CDS	708				hypothetical protein
JKMCHIPE_02061	CDS	339				hypothetical protein
JKMCHIPE_02062	CDS	963	nrnA	3.1.-.-	COG0618	putative bifunctional oligoribonuclease and PAP phosphatase NrnA
JKMCHIPE_02063	CDS	1332	IMPDH	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
JKMCHIPE_02064	CDS	681				hypothetical protein
JKMCHIPE_02065	CDS	477	ybaK_2	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
JKMCHIPE_02066	CDS	1680	rnj2	3.1.-.-		Ribonuclease J 2
JKMCHIPE_02067	CDS	1503				hypothetical protein
JKMCHIPE_02068	CDS	663	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JKMCHIPE_02069	CDS	204				hypothetical protein
JKMCHIPE_02070	CDS	1185	iadA	3.4.19.-		Isoaspartyl dipeptidase
JKMCHIPE_02071	CDS	1740				hypothetical protein
JKMCHIPE_02072	CDS	615				hypothetical protein
JKMCHIPE_02073	CDS	378				hypothetical protein
JKMCHIPE_02074	CDS	882	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JKMCHIPE_02075	CDS	1020	gpsA_2	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
JKMCHIPE_02076	CDS	1005	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
JKMCHIPE_02077	CDS	1050	nodM	2.6.1.16		Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
JKMCHIPE_02078	CDS	822	manZ_3		COG3716	PTS system mannose-specific EIID component
JKMCHIPE_02079	CDS	780	sorA_2		COG3715	PTS system sorbose-specific EIIC component
JKMCHIPE_02080	CDS	471		2.7.1.-		putative phosphotransferase enzyme IIB component
JKMCHIPE_02081	CDS	420	manX_4	2.7.1.191		PTS system mannose-specific EIIAB component
JKMCHIPE_02082	CDS	1386	dgaR_3			Transcriptional regulatory protein DagR
JKMCHIPE_02083	CDS	1368	norR			Anaerobic nitric oxide reductase transcription regulator NorR
JKMCHIPE_02084	CDS	225				hypothetical protein
JKMCHIPE_02085	CDS	1716			COG1132	putative ABC transporter ATP-binding protein
JKMCHIPE_02086	CDS	1764			COG1132	putative ABC transporter ATP-binding protein
JKMCHIPE_02087	CDS	537	folT_2			Folate transporter FolT
JKMCHIPE_02088	CDS	423	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
JKMCHIPE_02089	CDS	1110	msmX	7.5.2.-	COG3839	Oligosaccharides import ATP-binding protein MsmX
JKMCHIPE_02090	CDS	630	niaX			Niacin transporter NiaX
JKMCHIPE_02091	CDS	885	rsmA_2	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
JKMCHIPE_02092	CDS	570	rnmV	3.1.26.8	COG1658	Ribonuclease M5
JKMCHIPE_02093	CDS	777	dtd3_2	3.1.1.96		D-aminoacyl-tRNA deacylase
JKMCHIPE_02094	CDS	1323	steT_2		COG0531	Serine/threonine exchanger SteT
JKMCHIPE_02095	CDS	588				hypothetical protein
JKMCHIPE_02096	CDS	2010	metG	6.1.1.10		Methionine--tRNA ligase
JKMCHIPE_02097	CDS	279				hypothetical protein
JKMCHIPE_02098	CDS	822				hypothetical protein
JKMCHIPE_02099	CDS	1011				IS200/IS605 family transposase ISEfa4
JKMCHIPE_02100	CDS	954	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
JKMCHIPE_02101	CDS	1071	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
JKMCHIPE_02102	CDS	1044	dppC		COG1173	Dipeptide transport system permease protein DppC
JKMCHIPE_02103	CDS	942	oppB		COG0601	Oligopeptide transport system permease protein OppB
JKMCHIPE_02104	CDS	348				hypothetical protein
JKMCHIPE_02105	CDS	1662	dppE		COG4166	Dipeptide-binding protein DppE
JKMCHIPE_02106	CDS	549				hypothetical protein
JKMCHIPE_02107	CDS	1104				hypothetical protein
JKMCHIPE_02108	CDS	1068	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
JKMCHIPE_02109	CDS	2448	spoIIIE		COG1674	DNA translocase SpoIIIE
JKMCHIPE_02110	CDS	1437	bglC	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
JKMCHIPE_02111	CDS	816	fliY		COG0834	L-cystine-binding protein FliY
JKMCHIPE_02112	CDS	636	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
JKMCHIPE_02113	CDS	642	yecS_2		COG0765	L-cystine transport system permease protein YecS
JKMCHIPE_02114	CDS	486	proX_2		COG3760	Prolyl-tRNA editing protein ProX
JKMCHIPE_02115	CDS	2046	cna			Collagen adhesin
JKMCHIPE_02116	CDS	954			COG2826	IS30 family transposase IS1252
JKMCHIPE_02117	CDS	300	lciA			Lactococcin-A immunity protein
JKMCHIPE_02118	CDS	633				hypothetical protein
JKMCHIPE_02119	CDS	639				hypothetical protein
JKMCHIPE_02120	tRNA	73				tRNA-Thr(cgt)
JKMCHIPE_02121	CDS	243				hypothetical protein
JKMCHIPE_02122	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
JKMCHIPE_02123	CDS	948	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
JKMCHIPE_02124	CDS	1245	glyA	2.1.2.1		Serine hydroxymethyltransferase
JKMCHIPE_02125	CDS	162				hypothetical protein
JKMCHIPE_02126	CDS	1026	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
JKMCHIPE_02127	CDS	840	prmC_1	2.1.1.297	COG2890	Release factor glutamine methyltransferase
JKMCHIPE_02128	CDS	1074	prfA		COG0216	Peptide chain release factor 1
