# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	441999	443567	-	RRC96408.1			UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	murD		EII11_01850	1569	522	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	443549	444628	-							EII11_01855	1080		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	443549	444628	-	RRC96409.1			phospho-N-acetylmuramoyl-pentapeptide-transferase			EII11_01855	1080	359	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	444625	446025	-							EII11_01860	1401		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	444625	446025	-	RRC96410.1			UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase			EII11_01860	1401	466	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	446071	447846	-							EII11_01865	1776		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	446071	447846	-	RRC96411.1			penicillin-binding protein 2			EII11_01865	1776	591	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	447865	448263	-							EII11_01870	399		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	447865	448263	-	RRC96412.1			hypothetical protein			EII11_01870	399	132	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	448260	449261	-					rsmH		EII11_01875	1002		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	448260	449261	-	RRC96413.1			16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH		EII11_01875	1002	333	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	449401	449832	-					mraZ		EII11_01880	432		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	449401	449832	-	RRC96414.1			transcriptional regulator MraZ	mraZ		EII11_01880	432	143	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	450630	451043	-							EII11_01885	414		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	450630	451043	-	RRC96415.1			DUF3040 domain-containing protein			EII11_01885	414	137	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	451113	452372	-							EII11_01890	1260		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	451113	452372	-	RRC96416.1			DNA polymerase IV			EII11_01890	1260	419	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	452544	453338	+							EII11_01895	795		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	452544	453338	+	RRC96582.1			SAM-dependent methyltransferase			EII11_01895	795	264	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	453350	455068	-							EII11_01900	1719		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	453350	455068	-	RRC96417.1			PAC2 family protein			EII11_01900	1719	572	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	455288	457573	+							EII11_01905	2286		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	455288	457573	+	RRC96418.1			AAA family ATPase			EII11_01905	2286	761	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	457643	458881	+							EII11_01910	1239		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	457643	458881	+	RRC96419.1			phosphoglycerate dehydrogenase			EII11_01910	1239	412	
gene	pseudogene	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	459328	459774	-					nrdR		EII11_01915	447		pseudo
CDS	without_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	459328	459774	-				transcriptional repressor NrdR	nrdR		EII11_01915	447		pseudo
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	459889	460428	-							EII11_01920	540		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	459889	460428	-	RRC96420.1			LysM peptidoglycan-binding domain-containing protein			EII11_01920	540	179	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	460446	460652	-							EII11_01925	207		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	460446	460652	-	RRC96421.1			hypothetical protein			EII11_01925	207	68	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	460689	461402	+					lexA		EII11_01930	714		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	460689	461402	+	RRC96422.1			transcriptional repressor LexA	lexA		EII11_01930	714	237	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	461582	463693	-							EII11_01935	2112		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	461582	463693	-	RRC96423.1			ATP-dependent DNA helicase			EII11_01935	2112	703	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	463686	465245	-					hflX		EII11_01940	1560		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	463686	465245	-	RRC96424.1			GTPase HflX	hflX		EII11_01940	1560	519	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	465693	466310	+							EII11_01945	618		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	465693	466310	+	RRC96425.1			methyltransferase domain-containing protein			EII11_01945	618	205	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	466487	467506	-							EII11_01950	1020		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	466487	467506	-	RRC96426.1			diaminopimelate epimerase			EII11_01950	1020	339	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	467743	468447	+							EII11_01955	705		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	467743	468447	+	RRC96427.1			MgtC/SapB family protein			EII11_01955	705	234	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	468420	469658	-							EII11_01960	1239		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	468420	469658	-	RRC96428.1			type II toxin-antitoxin system HipA family toxin			EII11_01960	1239	412	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	469655	469882	-							EII11_01965	228		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	469655	469882	-	RRC96429.1			transcriptional regulator			EII11_01965	228	75	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	470067	471077	-					miaA		EII11_01970	1011		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	470067	471077	-	RRC96430.1			tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA	miaA		EII11_01970	1011	336	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	471106	472638	-					miaB		EII11_01975	1533		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	471106	472638	-	RRC96431.1			tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	miaB		EII11_01975	1533	510	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	472660	473211	-							EII11_01980	552		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	472660	473211	-	RRC96432.1			CinA family protein			EII11_01980	552	183	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	473208	473936	-							EII11_01985	729		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	473208	473936	-	RRC96433.1			regulatory protein RecX			EII11_01985	729	242	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	474006	475094	-					recA		EII11_01990	1089		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	474006	475094	-	RRC96434.1			recombinase RecA	recA		EII11_01990	1089	362	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	475349	475576	-							EII11_01995	228		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	475349	475576	-	RRC96435.1			DUF3046 domain-containing protein			EII11_01995	228	75	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	475653	475964	-							EII11_02000	312		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	475653	475964	-	RRC96583.1			XRE family transcriptional regulator			EII11_02000	312	103	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	476310	476933	-					pgsA		EII11_02005	624		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	476310	476933	-	RRC96436.1			CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	pgsA		EII11_02005	624	207	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	476954	479884	-							EII11_02010	2931		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	476954	479884	-	RRC96437.1			DNA translocase FtsK			EII11_02010	2931	976	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	480045	480989	-							EII11_02015	945		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	480045	480989	-	RRC96438.1			carbohydrate kinase			EII11_02015	945	314	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	480997	482688	-							EII11_02020	1692		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	480997	482688	-	RRC96439.1			ribonuclease J			EII11_02020	1692	563	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	482843	483139	-							EII11_02025	297		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	482843	483139	-	RRC96440.1			ferredoxin			EII11_02025	297	98	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	483169	484473	-							EII11_02030	1305		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	483169	484473	-	RRC96441.1			FAD-dependent oxidoreductase			EII11_02030	1305	434	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	484501	485373	-							EII11_02035	873		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	484501	485373	-	RRC96442.1			electron transfer flavoprotein subunit alpha/FixB family protein			EII11_02035	873	290	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	485391	486152	-							EII11_02040	762		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	485391	486152	-	RRC96443.1			electron transfer flavoprotein beta subunit/FixA family protein			EII11_02040	762	253	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	486274	486906	+							EII11_02045	633		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	486274	486906	+	RRC96444.1			TetR/AcrR family transcriptional regulator			EII11_02045	633	210	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	486873	487541	-							EII11_02050	669		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	486873	487541	-	RRC96445.1			MBL fold metallo-hydrolase			EII11_02050	669	222	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	487544	488878	-							EII11_02055	1335		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	487544	488878	-	RRC96446.1			MFS transporter			EII11_02055	1335	444	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	489029	489904	-							EII11_02060	876		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	489029	489904	-	RRC96447.1			3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA hydratase			EII11_02060	876	291	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	489948	491522	-							EII11_02065	1575		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	489948	491522	-	RRC96448.1			ATP-dependent acyl-CoA ligase			EII11_02065	1575	524	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	491529	492749	-							EII11_02070	1221		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	491529	492749	-	RRC96449.1			L-carnitine CoA-transferase			EII11_02070	1221	406	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	492777	493910	-							EII11_02075	1134		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	492777	493910	-	RRC96450.1			crotonobetainyl-CoA dehydrogenase			EII11_02075	1134	377	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	493959	494927	-							EII11_02080	969		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	493959	494927	-	RRC96451.1			acetyl esterase			EII11_02080	969	322	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	494937	496265	-							EII11_02085	1329		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	494937	496265	-	RRC96452.1			MFS transporter			EII11_02085	1329	442	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	496909	497805	-					dapA		EII11_02090	897		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	496909	497805	-	RRC96453.1			4-hydroxy-tetrahydrodipicolinate synthase	dapA		EII11_02090	897	298	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	497943	498578	-							EII11_02095	636		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	497943	498578	-	RRC96454.1			GNAT family N-acetyltransferase			EII11_02095	636	211	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	498575	499318	-							EII11_02100	744		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	498575	499318	-	RRC96455.1			4-hydroxy-tetrahydrodipicolinate reductase			EII11_02100	744	247	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	499344	500642	-							EII11_02105	1299		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	499344	500642	-	RRC96584.1			insulinase family protein			EII11_02105	1299	432	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	500787	501305	-							EII11_02110	519		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	500787	501305	-	RRC96456.1			hypothetical protein			EII11_02110	519	172	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	501510	502010	-							EII11_02115	501		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	501510	502010	-	RRC96457.1			hypothetical protein			EII11_02115	501	166	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	502249	504615	-							EII11_02120	2367		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	502249	504615	-	RRC96458.1			polyribonucleotide nucleotidyltransferase			EII11_02120	2367	788	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	504827	505096	-							EII11_02125	270		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	504827	505096	-	RRC96459.1			30S ribosomal protein S15			EII11_02125	270	89	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	505353	505802	+							EII11_02130	450		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	505353	505802	+	RRC96460.1			MarR family transcriptional regulator			EII11_02130	450	149	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	505829	507022	+							EII11_02135	1194		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	505829	507022	+	RRC96461.1			LLM class flavin-dependent oxidoreductase			EII11_02135	1194	397	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	507034	507726	+							EII11_02140	693		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	507034	507726	+	RRC96585.1			oxidoreductase			EII11_02140	693	230	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	507834	508961	-							EII11_02145	1128		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	507834	508961	-	RRC96462.1			FtsX-like permease family protein			EII11_02145	1128	375	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	508958	509656	-							EII11_02150	699		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	508958	509656	-	RRC96586.1			ATP-binding cassette domain-containing protein			EII11_02150	699	232	
gene	protein_coding	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	509664	510974	-							EII11_02155	1311		
CDS	with_protein	GCA_003858455.1	Primary Assembly	unplaced scaffold		RQZF01000001.1	509664	510974	-	RRC96463.1			peptidoglycan-binding protein			EII11_02155	1311	436	
